cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,fem_alpha_bar_elem_mean,fem_f_min,fem_psi_max,fem_Kt_proxy,fem_x_tip_d095,alpha_bar_elem_p999,alpha_bar_elem_p99,f_fatigue_p001,f_fatigue_mean,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,pidl_E_d_increment_from_first,fem_E_d_increment_from_first,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,ratio_E_d_increment_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,ratio_Kt_pidl_over_fem_proxy,delta_x_tip_pidl_minus_fem_d095
37,0.00346131,0.00766417,0.0111255,1.01209576114861,0.0616522264934029,11.0538,6.58741312515899,0.202616201422511,0.0422033378459658,1573.13582069521,12.9527537512406,0.17100000000000004,2.09794362102018,1.82878500595467,0.152495934996756,0.974135696328064,1140.89379969501,489.894961050797,7.77854249812088,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.17300000000000004,-0.0010000000000000009,0.17900000000000005,-0.0010000000000000009,0.008,0.0,41,6,0,0,0.0035416646860539,0.0059365723282098,0.0,1.001299262046814,6.939946174621582,0.2148853540420532,0.0180659350007772,0.3647531569004059,9.237538214270074,0.1424299925565719,6.939946174621582,0.2148853242397308,0.0180659337305029,0.00046564918011419987,0.00196481,1.0232151081682657,0.7745877672611385,0.23699450843297817,1.0535161591909545,1.0605536602374537,0.4280688666549183,0.7131717619031639,-0.028570007443428136
38,0.0034056,0.00774352,0.0111491,1.01279231134759,0.0622090677115211,11.6929,6.90468940797803,0.207755394965983,0.0413675609732942,1606.85588028835,12.9995936703083,0.17900000000000005,2.22516090988868,1.93694377127383,0.139454766303344,0.972957995836658,1179.87719939186,492.694386548887,7.9018782068932,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.18100000000000005,-0.0010000000000000009,0.18500000000000005,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0034893359988927,0.0059639788232743,0.0,1.001250147819519,7.034866809844971,0.2197223454713821,0.0176136270165443,0.3819230198860168,9.418070769416554,0.1483809649944305,7.034866809844971,0.2197223454713821,0.0176136288267525,0.0004930556751787003,0.0020441600000000006,1.024587737518411,0.7701896325281397,0.24120209532458328,1.0188534768437993,1.0576011540271122,0.42578355122060957,0.7244896270048719,-0.03061903500556956
39,0.00334552,0.00782869,0.0111742,1.01632094227512,0.0627987180378873,12.0773,7.0929294209311,0.212867132047861,0.0407583667288785,1643.75972557994,13.0536488013419,0.18700000000000006,2.36711971097295,2.04726558114377,0.128535519403639,0.971748913619586,1221.59688473953,494.614050666012,8.02946761578976,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.18700000000000006,-0.0010000000000000009,0.19299999999999995,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0034403109457343,0.0059890341944992,0.0,1.001220703125,7.127351760864258,0.224515825510025,0.0171890743076801,0.4301707446575165,9.300976194550104,0.1543319374322891,7.127351760864258,0.224515825510025,0.0171890727001452,0.0005181110464035996,0.0021293299999999996,1.028333695728706,0.7650110292397835,0.243321160366688,1.0048530498317914,1.0547228374343152,0.4217311852072113,0.7125192607904369,-0.03266806256771096
40,0.00328926,0.00790964,0.0111989,1.01797298293095,0.0633730580565203,12.5671,7.33189428279618,0.217951790735567,0.0402043948847502,1678.55161554216,13.0679856760412,0.19299999999999995,2.50382533125206,2.15982834632167,0.119330079722243,0.970504878454093,1258.58104668614,496.026178461063,8.15442156334159,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.19499999999999995,-0.0010000000000000009,0.20099999999999996,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0033862898126244,0.0060175852850079,0.0,1.0011467933654783,7.20160436630249,0.229257583618164,0.0168592222034931,0.3894275426864624,9.555183575581882,0.1595120429992675,7.20160436630249,0.229257583618164,0.0168592243495436,0.0005466621369122999,0.002210280000000001,1.0294989792915124,0.7607912983407461,0.24732709743213513,0.9822297060666291,1.0518729065929717,0.4193377925926182,0.731190239449093,-0.033487957000732455
41,0.00322832,0.00799516,0.0112235,1.01874710782246,0.0639740829289782,13.1007,7.59252040959357,0.223010103533103,0.0397233380007301,1711.86325019571,13.0832765417073,0.20099999999999996,2.65713171755169,2.27307996008699,0.111909829376467,0.969223650079468,1298.42110975158,498.511613980668,8.29766144632459,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.20299999999999996,-0.0010000000000000009,0.20899999999999996,-0.0010000000000000009,0.008,0.0,41,6,0,0,0.0033340007066726,0.0060453009791672,0.0,1.0011595487594604,7.261992454528809,0.2339525669813156,0.0165979173034429,0.3660056591033935,9.565476835965493,0.1654630154371261,7.261992454528809,0.2339525520801544,0.0165979161989242,0.0005743778310716005,0.0022957999999999998,1.0327355115579002,0.7561200750413001,0.250186353807649,0.9564666359477781,1.049067119717239,0.41783792950979687,0.731122422236689,-0.03553698456287385
42,0.00316875,0.00807837,0.0112471,1.01931370850309,0.0645604420051892,13.7555,7.86659044105334,0.228030104349442,0.0393091405519791,1744.21847987557,13.0929480499323,0.20899999999999996,2.81415923490073,2.3881453903828,0.106640108205167,0.967903807105483,1348.74414525152,499.932338486569,8.4384483055083,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.21099999999999997,-0.0010000000000000009,0.21499999999999997,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0032822387292981,0.0060725146904587,0.0,1.001131892204285,7.321109771728516,0.2386005222797393,0.0163479465991258,0.417654812335968,9.598101694992112,0.1714140027761459,7.321109771728516,0.2386005073785781,0.0163479476082901,0.0006015915423631,0.00237901,1.035814983604923,0.7517004903784674,0.2528747430078478,0.9306585650527671,1.0463553615451529,0.4158815575606048,0.7330741448288066,-0.037585997223854056
43,0.00310503,0.00816678,0.0112718,1.0208716631708,0.0651822361554298,14.3358,8.14207928529907,0.233017552475105,0.039028146599492,1794.12914046207,13.1039820774175,0.21699999999999997,2.9750830881368,2.50447853954549,0.10188447324191,0.966537628138537,1385.47361259756,501.415205858882,8.58814865156534,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.21899999999999997,-0.0010000000000000009,0.22299999999999998,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0032281009480357,0.006101528648287,0.0,1.0011725425720217,7.381838321685791,0.2431965172290802,0.0160969998687505,0.4067526459693908,9.612096631014127,0.1773649752140045,7.381838321685791,0.2431965172290802,0.0160970004398658,0.0006306055001913998,0.0024674200000000006,1.0396359932225132,0.7471155887984003,0.2555728251337023,0.9066281551708871,1.0436832532393143,0.4124459209897511,0.7335248609336052,-0.03963502478599548
44,0.00304447,0.00825216,0.0112966,1.02195123951588,0.0657870869526539,14.9726,8.4489179399714,0.237967583970436,0.0387816629771667,1819.13035110765,13.0981434336167,0.22499999999999998,3.1394932442525,2.62052034032287,0.0967023302278417,0.965125017483018,1423.07074836111,501.806211118154,8.73187572969797,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.22499999999999998,-0.0010000000000000009,0.23099999999999998,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.003172239055857,0.0061331149190664,0.0,1.0011931657791138,7.443521022796631,0.2477418631315231,0.0158479809761047,0.3849883079528808,9.746098969162723,0.1852996051311493,7.443521022796631,0.2477418631315231,0.015847979526861,0.0006621917709707997,0.0025528,1.0419675857725645,0.7432132822274895,0.2593982180236602,0.8810028782007353,1.041073994188643,0.40864624566087954,0.7440824738679472,-0.039700394868850686
45,0.00297975,0.00834233,0.0113221,1.0227004083028,0.0664252005432579,15.6717,8.78064256852081,0.242886560861237,0.0385506285212207,1839.3821355845,13.0783238786252,0.23299999999999998,3.30631971563341,2.73710244618632,0.0921658454646948,0.963665489636393,1471.91048356059,503.033148575526,8.89145713431403,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.235,-0.0010000000000000009,0.239,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0031175590120255,0.0061642620712518,0.0,1.0011897087097168,7.506289005279541,0.2522346377372741,0.0156004633754491,0.3818980157375335,9.98324672103039,0.1912505775690078,7.506289005279541,0.2522346675395965,0.0156004625112406,0.0006933389231561999,0.0026429700000000006,1.046248514816847,0.7389137173010177,0.2623332550714536,0.8548678467097715,1.0384874191593405,0.4046746829785569,0.7633429798559045,-0.041749422430992195
46,0.00291291,0.00843484,0.0113477,1.02333373013443,0.0670811244016171,16.4091,9.12984584614455,0.247767990787114,0.0383367086852343,1861.59772687774,13.0564802857393,0.241,3.47613099389445,2.85386731105726,0.0880505826940721,0.962162721946079,1509.0066269108,504.204713844199,9.05937992013057,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.243,-0.0010000000000000009,0.249,-0.0010000000000000009,0.008,0.0,41,6,0,0,0.0030640014447271,0.0061941239982843,0.0,1.0011895895004272,7.562684059143066,0.2566785216331482,0.0153829883784055,0.3671730160713196,10.094760939393865,0.1972015500068664,7.562684059143066,0.2566785216331482,0.015382988518193,0.0007232008501887001,0.002735480000000001,1.0518695890800265,0.7343499104054493,0.2643780434105531,0.8283473989143769,1.0359632041965028,0.40126001699072267,0.7731609682296754,-0.04379844999313359
47,0.00284399,0.00852995,0.0113739,1.02403571294634,0.0677553673839675,17.1753,9.49208356104233,0.252609532444039,0.0381397660571116,1884.633458708,13.0281458752947,0.249,3.64845778983404,2.97099431857416,0.0844016650140266,0.960620933065222,1556.78048887048,505.299154592276,9.23611567360427,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.251,-0.0010000000000000009,0.257,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0030038193799555,0.0062286490574479,0.0,1.001186490058899,7.616560935974121,0.2610673308372497,0.015179444104433,0.3398296236991882,10.165475938643349,0.203152522444725,7.616560935974121,0.2610673308372497,0.0151794450020332,0.0007577259093523,0.00283059,1.0561989950581754,0.7302093280087105,0.26769186259836286,0.8024119137798386,1.033481707168293,0.3979952074614946,0.7802703497448675,-0.04584747755527499
48,0.00277461,0.00862578,0.0114004,1.02518224750803,0.0684308177329108,17.9639,9.86595979203631,0.25740443800925,0.0363248434535032,1906.82042329392,12.9997373360884,0.259,3.82312289371439,3.08813294555762,0.0814771843717924,0.959030429555854,1599.90904248728,506.90885047646,9.41144686895571,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.259,-0.0010000000000000009,0.265,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0029422780498862,0.0062641976401209,0.0,1.0012047290802002,7.666872978210449,0.2654013931751251,0.0149929961189627,0.3567081093788147,10.094660457406466,0.211087167263031,7.666872978210449,0.2654013931751251,0.0149929950682991,0.0007932744920252999,0.00292642,1.0604294116600892,0.7262181089850309,0.27107335653299935,0.7771036107808853,1.0310676662287686,0.41274771460898785,0.7765280325613051,-0.047912832736969
49,0.00270977,0.00871614,0.0114259,1.0263589380997,0.0690757575008543,18.7733,10.2655446674646,0.262149072098372,0.0336384269059846,1926.3538886762,12.9692999224255,0.267,3.99287019113092,3.20533129957185,0.0781193876477689,0.957389409308947,1623.83784114962,507.630178840877,9.57623192070162,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.267,-0.0010000000000000009,0.273,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0028825951740145,0.0062985992990434,0.0,1.0011576414108276,7.719279766082764,0.2696788907051086,0.0148024102672934,0.3576501607894897,10.35930266134554,0.2170381397008896,7.719279766082764,0.2696788907051086,0.0148024115182577,0.0008276761509477997,0.003016780000000001,1.063778539881429,0.7226363159659436,0.2743574774918288,0.7519600777295418,1.0287234226940578,0.4400446640582919,0.7987557326385091,-0.04996186029911043
50,0.00264065,0.00881179,0.0114524,1.02669932222836,0.0697580758091058,19.6063,10.6959074677568,0.266857694086361,0.0314675415118509,1955.06324873675,12.9310422319455,0.275,4.17846303087031,3.32275424923912,0.075375562087659,0.955701267164311,1666.01765417719,508.334127583539,9.75754267277956,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.277,-0.0010000000000000009,0.28300000000000003,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0028185080736875,0.0063367784023284,0.0,1.0011467933654783,7.772056579589844,0.2738862931728363,0.0146141303703188,0.3611232042312622,10.40604790687228,0.2248545736074447,7.772056579589844,0.2738862931728363,0.0146141313854627,0.0008658552542328002,0.0031124300000000002,1.0673538991110143,0.7191249907599251,0.2781926836050289,0.7266383523809447,1.0263383790021086,0.4644191973120943,0.8047338892115481,-0.050145426392555315
51,0.00256741,0.00891225,0.0114797,1.02685134054605,0.0704738393741307,20.4686,11.1396725959136,0.27152443956272,0.029753276019385,1983.87296117925,12.8813656816252,0.28500000000000003,4.3588783331335,3.43973752872028,0.0727612328755941,0.953964960413601,1708.62020511982,509.53291096813,9.95649445607241,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.28500000000000003,-0.0010000000000000009,0.29100000000000004,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0027614533901214,0.0063699414022266,0.0,1.001164436340332,7.826254844665527,0.2780370116233825,0.0144244944676756,0.3844047486782074,10.400727693791628,0.2327189892530441,7.826254844665527,0.2780370116233825,0.014424494461494,0.0008990182541309998,0.0032128900000000004,1.0755794322377026,0.7147399817359925,0.2798160703077291,0.7025569896494495,1.023985214999986,0.48480357115222145,0.8074243019610793,-0.05228101074695593
52,0.00249463,0.00901163,0.0115063,1.0268414755411,0.0711819186719082,21.3762,11.592062127596,0.276137412237583,0.0283730879435391,2009.80377907416,12.8308005800171,0.29300000000000004,4.54098235969251,3.55665773102189,0.0695855515310235,0.952184845646203,1740.7346442543,510.589653728753,10.1538198172095,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.29500000000000004,-0.0010000000000000009,0.30100000000000005,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0026946156285703,0.0064109819941222,0.0,1.0011943578720093,7.878851413726807,0.2821293771266937,0.0142439706251025,0.3674665093421936,10.73219514934002,0.2398783713579177,7.878851413726807,0.2821294069290161,0.0142439690758643,0.0009400588460266,0.00331227,1.0801664489604872,0.7114120302456048,0.2838110558700227,0.6796764309061505,1.0216992143170929,0.5020239832001094,0.8364400243313358,-0.053121628642082336
53,0.00242589,0.00910615,0.011532,1.02684004661977,0.0718590035716101,22.29,12.0485895911635,0.28069525042699,0.027241095598559,2031.86339694875,12.7782022567591,0.30300000000000005,4.72484173032599,3.67340097720186,0.0671723183084946,0.950370144156054,1777.18929487798,511.414423525504,10.3429138605385,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.30300000000000005,-0.0010000000000000009,0.30900000000000005,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0026317774318158,0.0064491424709558,0.0,1.0011731386184692,7.923292636871338,0.2861630320549011,0.0140940658748149,0.3501697182655334,10.966918510615429,0.2465752959251403,7.923292636871338,0.2861630320549011,0.0140940634432884,0.0009782193228602002,0.0034067900000000007,1.0848708852486304,0.708218343751838,0.2871381338034337,0.657611629719907,1.019479423394566,0.5173824901359859,0.8582520678771083,-0.05642470407485975
54,0.00235112,0.00920841,0.0115595,1.02676973676854,0.0725870911437051,23.2132,12.5095872790804,0.285211506673726,0.0260935729890716,2054.37546161735,12.7163577255414,0.31100000000000005,4.9094991160969,3.79001766499446,0.0645337266983388,0.948502112838791,1815.01631761544,512.183387703165,10.5541541432154,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.31299999999999994,-0.0010000000000000009,0.31899999999999995,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0025671455077826,0.0064897714182734,0.0,1.0011639595031738,7.970653533935547,0.2901300191879272,0.0139368986710906,0.4357732832431793,11.211823846209429,0.2540960609912872,7.970653533935547,0.2901300191879272,0.0139368993212852,0.0010188482701778004,0.0035090500000000005,1.0918819574426657,0.7047656890031395,0.29034874686248424,0.6371635895026493,1.0172451405329441,0.5341123148189629,0.8816851560954404,-0.05690393900871288
55,0.00228099,0.00930374,0.0115847,1.02669255657835,0.0732711519581975,24.1415,12.9730210761232,0.289664783488421,0.0242338988528783,2074.7979843415,12.6579257407454,0.32099999999999995,5.09572630707671,3.90627021456087,0.0619607991527797,0.946607039366468,1842.08876490553,512.854784675285,10.7531541682411,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.32099999999999995,-0.0010000000000000009,0.32699999999999996,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0025039070751518,0.0065298932604491,0.0,1.0011323690414429,8.019970893859863,0.2940353155136108,0.0137760201469063,0.4098802506923675,11.361014220762817,0.2610211074352264,8.019970893859863,0.2940353155136108,0.0137760204167806,0.0010589701123535,0.00360438,1.0977282123778709,0.7018568081705959,0.2938009067727321,0.6182037974655412,1.0150882408712432,0.568460742967494,0.8975415445985852,-0.05997889256477357
56,0.00220388,0.00940911,0.011613,1.02660059180179,0.0740230233744858,25.0748,13.4386560653643,0.294077397927935,0.0226942361542282,2094.99511397981,12.5887515708208,0.32899999999999996,5.28316504435991,4.02287053053267,0.0598703665160831,0.944668381040653,1877.84125442473,513.380412230599,10.9739154241076,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.33099999999999996,-0.0010000000000000009,0.33699999999999997,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0024415678344666,0.0065684029832482,0.0,1.001121997833252,8.074214935302734,0.2978734374046325,0.0136022651568055,0.3626176416873932,11.565548383161431,0.2696990668773651,8.074214935302734,0.2978734374046325,0.0136022661390071,0.0010974798351526,0.0037097500000000004,1.1078497170747046,0.6980897219023053,0.29583660223804836,0.6008201189189267,1.0129083006835762,0.5993709179884091,0.9187208372567276,-0.05930093312263485
57,0.00213001,0.00950994,0.01164,1.02650767815053,0.0747471367025645,26.0107,13.9056213735598,0.298429250882508,0.0214069693112142,2112.86418417446,12.5189842891398,0.33899999999999997,5.47169256546675,4.13975344205757,0.0577579163415016,0.942709787969045,1910.15191679534,513.790043499402,11.1885290648903,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.34099999999999997,-0.0010000000000000009,0.347,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0023758125025779,0.0066117686219513,0.0,1.0011253356933594,8.129136085510254,0.3016479611396789,0.0134296705946326,0.4011838138103485,11.709175960383686,0.2765818238258362,8.129136085510254,0.3016479611396789,0.0134296707032698,0.0011408454738557,0.00381058,1.1153996941694642,0.6952481952516315,0.2993889313059167,0.584593515609955,1.010785505266835,0.6273503922667543,0.9353135757620031,-0.062418176174163786
58,0.00205543,0.00961113,0.0116666,1.02641437367386,0.0754743484144637,26.9489,14.3737404535425,0.30272562961314,0.0203194493622651,2128.680155663,12.4460772176,0.349,5.66123796521198,4.25657572237644,0.0561775049918361,0.940722452627097,1935.90986452699,514.131818838069,11.4094621329727,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.349,-0.0010000000000000009,0.355,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0023111677728593,0.0066527505405247,0.0,1.0011790990829468,8.188053131103516,0.3053611516952514,0.0132481446489691,0.3591350018978119,11.891926673697668,0.2852633893489837,8.188053131103516,0.3053611516952514,0.0132481447229553,0.0011818273924291004,0.003911770000000001,1.124420570323144,0.6921923374800569,0.3021208794047452,0.5696536094809975,1.0087059760532315,0.6519932904073672,0.9554758873648392,-0.06373661065101627
59,0.0019849,0.00970661,0.0116915,1.02632016071034,0.0761607522872219,27.8887,14.8426658367154,0.306958615894976,0.0193921440892109,2142.01811416847,12.3781161411943,0.357,5.85172969006115,4.37313401864349,0.0547666659443213,0.938703664522445,1964.29567775724,514.720923370478,11.616580690416,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.359,-0.0010000000000000009,0.365,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0022447512019425,0.0066952528432011,0.0,1.001147747039795,8.249906539916992,0.3090147972106933,0.0130615038797259,0.3591987192630768,11.866903596096533,0.2933197915554046,8.249906539916992,0.3090147972106933,0.0130615035121234,0.0012243296951054998,0.0040072499999999995,1.130914001683964,0.6897622180350401,0.30552865309264454,0.5558237738876867,1.0066985619860263,0.6735461442343994,0.9587002949991352,-0.06368020844459538
60,0.00191038,0.00980778,0.0117182,1.02622563818478,0.0768864375977558,28.8294,15.3120703956441,0.311144012176526,0.0185948264666618,2154.43400055388,12.3014866587054,0.367,6.04343132806114,4.48966063132723,0.0534710945300031,0.936650443705558,1992.74964308968,514.539752543939,11.839900882819,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.367,-0.0010000000000000009,0.373,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.002175896661356,0.0067401984706521,0.0,1.0011756420135498,8.313889503479004,0.3126061856746673,0.0128725552931427,0.3647052049636841,12.197191212280805,0.3002406060695648,8.313889503479004,0.3126062154769897,0.0128725562055567,0.0012692753225565,0.004108420000000001,1.1389863070991113,0.6872297778551415,0.30894487967552,0.5429631192032722,1.0046993464149063,0.6922654167395207,0.9915217201531663,-0.06675939393043517
61,0.001838,0.00990545,0.0117434,1.02613072015963,0.0775900086519321,29.7705,15.7816824021421,0.31526940849786,0.017903724133951,2165.76838673985,12.224945792119,0.375,6.2355578588186,4.60637589780239,0.0522257518245354,0.934595447918221,2015.2461887276,514.907725894102,12.0614279055552,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.377,-0.0010000000000000009,0.383,-0.0030000000000000027,0.008,0.0,43,6,0,0,0.0021089843939989,0.0067849694751203,0.0,1.001255750656128,8.366216659545898,0.3161380589008331,0.0127210607752203,0.388854831457138,12.68123726809703,0.3088714778423309,8.366216659545898,0.3161380589008331,0.012721060571319,0.0013140463270247,0.00420609,1.1474343819362893,0.6849733707323039,0.31241517110301964,0.5301219759947979,1.0027552638459654,0.7105259598530808,1.037324621616906,-0.06612852215766912
62,0.00176412,0.0100044,0.0117685,1.02603474179108,0.0783029656465991,30.7119,16.2513840557221,0.319338564983817,0.0173001875387099,2176.89121493062,12.1465478647108,0.385,6.42841308982066,4.72274114305172,0.0506576371856773,0.932549329529777,2040.72484736768,514.89635682294,12.2921294345246,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.387,-0.0010000000000000009,0.391,-0.0030000000000000027,0.008,0.0,38,6,0,0,0.0020389962010085,0.0068315928801894,0.0,1.0012670755386353,8.411784172058105,0.3196047246456146,0.0125913023948669,0.3901443481445312,12.984197040298524,0.3175550699234009,8.411784172058105,0.3196047246456146,0.0125913031387005,0.0013606697320937998,0.00430504,1.1558149111219758,0.6828588301336811,0.31606436458053805,0.517604171018057,1.000833471716174,0.7278130579043336,1.0689619128757837,-0.06744493007659913
63,0.00168242,0.0101127,0.0117951,1.02593942240848,0.0790819229789196,31.6535,16.7212032899151,0.323358191802612,0.0167693253391962,2188.6272076543,12.0602268856037,0.395,6.62198355787075,4.83895634912527,0.0499573493022064,0.93053117530885,2068.04446823274,515.039156269879,12.5526049284723,0.0050000000000000044,-0.0010000000000000009,0.0050000000000000044,-0.0010000000000000009,0.0030000000000000027,0.0010000000000000009,0.01100000000000001,-0.0010000000000000009,-0.0010000000000000009,0.395,-0.0010000000000000009,0.401,-0.0030000000000000027,0.008,0.0,38,5,0,0,0.0019710422493517,0.0068754348903894,0.0,1.0012706518173218,8.453901290893555,0.3230113089084625,0.0124731278046965,0.3975897431373596,13.235766710924189,0.3244808614253998,8.453901290893555,0.3230113089084625,0.0124731284646979,0.0014045117422938,0.004413340000000001,1.1715518416041772,0.6798812276038446,0.318242361180829,0.5055797208082672,0.9989272487818672,0.7438061789845608,1.0974724469507062,-0.07051913857460024
