cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,d_p99,d_p999,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,fem_alpha_bar_elem_mean,fem_f_min,f_fatigue_p001,f_fatigue_mean,fem_psi_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,fem_Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,fem_x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,fem_right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,fem_E_d_increment_from_first,pidl_E_d_increment_from_first,ratio_E_d_increment_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,delta_x_tip_pidl_minus_fem_d095,ratio_Kt_pidl_over_fem_proxy
44,0.00272894,0.0151968,0.0179258,1,0.157385325593868,1,1,1.98219,1.68289689053406,1.29859288978312,1.00031762656823,0.315662093777126,0.216787136262691,0.309220448021442,0.913169537057223,1974.1847003964,1466.08162381606,7.20388532398514,3.83029979799727,1943.88978174705,4.4765861698616,20.8383027836682,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.005,-0.001,0.2309999999999999,-0.001,0.2329999999999999,-0.001,0.237,-0.003,0.008,0.0,38,6,0,0,0.003172239055857,0.0061331149190664,0.0,1.0011931657791138,7.443521022796631,0.2477418631315231,0.0158479809761047,0.3849883079528808,9.746098969162725,0.1852996051311493,7.443521022796631,0.24774186313152313,0.015847979526861,1.1624436799112476,0.4035793666473468,0.0024776999999999993,0.0006621917709707997,0.26726067359680344,4.42304045165504,0.7848324775620409,0.07310388083590426,-0.04570039486885061,0.46770118806417993
45,0.00265923,0.0152858,0.017945,1,0.158000371600137,1,1,2.01448,1.71052375354498,1.30354669664834,1.00032486136678,0.319103127826139,0.21144230470381,0.30752322555438,0.911846468013407,2005.004079912,1518.57900070606,7.20131072550837,4.0068730167839,1976.43374407269,4.68298231137676,20.5437570924592,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.005,-0.001,0.239,-0.001,0.241,-0.001,0.245,-0.003,0.008,0.0,38,6,0,0,0.0031175590120255,0.0061642620712518,0.0,1.0011897087097168,7.506289005279541,0.2522346377372741,0.0156004633754491,0.3818980157375335,9.98324672103039,0.19125057756900787,7.506289005279541,0.25223466753959656,0.01560046251124062,1.172354031815789,0.40326721998533277,0.0025667,0.0006933389231561999,0.2701285398200802,4.388298607209114,0.7904486535609965,0.07378118299127674,-0.04774942243099212,0.4859503875605522
46,0.00258879,0.015376,0.0179647,1,0.158623078171956,1,1,2.04579,1.73733073502178,1.30842619779407,1.00033216717828,0.322478962260889,0.206442178932433,0.305865104056948,0.910473663755976,2034.5701656307,1569.41662449637,7.19890505064441,4.18820716778273,2007.6951291018,4.8949432824048,20.2523325796579,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.005,-0.001,0.247,-0.001,0.249,-0.001,0.255,-0.001,0.008,0.0,41,6,0,0,0.0030640014447271,0.0061941239982843,0.0,1.0011895895004272,7.562684059143066,0.2566785216331482,0.0153829883784055,0.3671730160713196,10.094760939393863,0.19720155000686646,7.562684059143066,0.2566785216331482,0.015382988518193039,1.1835650804920832,0.4028436523337864,0.0026569000000000002,0.0007232008501887001,0.27219724121671873,4.353047987174564,0.7959543153872235,0.07451475496894576,-0.04979844999313354,0.49844929712113106
47,0.00251569,0.0154696,0.0179853,1,0.159272550996318,1,1,2.07606,1.7632646080293,1.31324004621858,1.00033937816853,0.325791442916967,0.201771146384262,0.304242388821434,0.909050300264514,2063.70401600693,1620.00297456957,7.19575710555157,4.37968404893437,2038.53862895812,5.11875984979322,19.9561654249963,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.005,-0.001,0.255,-0.001,0.257,-0.001,0.263,-0.003,0.008,0.0,43,6,0,0,0.0030038193799555,0.0062286490574479,0.0,1.001186490058899,7.616560935974121,0.2610673308372497,0.015179444104433,0.3398296236991882,10.165475938643347,0.20315252244472504,7.616560935974121,0.26106733083724976,0.015179445002033243,1.19403399463189,0.4026380163318961,0.0027504999999999995,0.0007577259093523,0.27548660583613893,4.3195790928320825,0.8013326823436144,0.07523099499828677,-0.05184747755527497,0.5093902421709973
48,0.00244104,0.0155655,0.0180065,1,0.159938391177545,1,1,2.10525,1.78828622790611,1.31799740468293,1.00034662543897,0.329036660956656,0.197412425013985,0.302651409284179,0.907576268650622,2091.83783275964,1669.36357398989,7.19181161288387,4.57827619125749,2068.36692254596,5.35089319435985,19.6607757985053,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.005,-0.001,0.265,-0.001,0.265,-0.001,0.271,-0.003,0.008,0.0,38,5,0,0,0.0029422780498862,0.0062641976401209,0.0,1.0012047290802002,7.666872978210449,0.2654013931751251,0.0149929961189627,0.3567081093788147,10.094660457406466,0.211087167263031,7.666872978210449,0.2654013931751251,0.01499299506829919,1.205337909205175,0.4024411448473162,0.002846399999999999,0.0007932744920252999,0.2786939615041105,4.28727396015767,0.806601283891847,0.07594758089770982,-0.05391283273696901,0.5134416139455651
49,0.00236882,0.0156584,0.0180272,1,0.160586414787552,1,1,2.13337,1.81240870971816,1.32270857663605,1.00035395472446,0.332209069120745,0.193342072813804,0.301088156391889,0.906053117180616,2117.75989601238,1714.87633865353,7.18856961870297,4.77274257409385,2095.61927799592,5.57820375424483,19.382464877141,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.273,-0.001,0.275,-0.001,0.281,-0.001,0.008,0.0,41,6,0,0,0.0028825951740145,0.0062985992990434,0.0,1.0011576414108276,7.719279766082764,0.2696788907051086,0.0148024102672934,0.3576501607894897,10.35930266134554,0.2170381397008896,7.719279766082764,0.26967889070510864,0.014802411518257745,1.2168907616511595,0.40225050446044297,0.002939299999999999,0.0008276761509477997,0.2815895454522505,4.259127494086671,0.8117746195757554,0.07656073017045131,-0.05596186029911043,0.5344677638788314
50,0.00229348,0.0157556,0.018049,1,0.161262459446706,1,1,2.16036,1.83557301059613,1.32775143295996,1.00036208018231,0.33531721943543,0.189550122463348,0.299550381592301,0.904482463767146,2143.63039959638,1760.3107098074,7.18429494233585,4.97897063623214,2122.5689163929,5.8192622525126,19.0983978066365,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.281,-0.001,0.283,-0.001,0.289,-0.003,0.008,0.0,43,6,0,0,0.0028185080736875,0.0063367784023284,0.0,1.0011467933654783,7.772056579589844,0.2738862931728363,0.0146141303703188,0.3611232042312622,10.40604790687228,0.22485457360744476,7.772056579589844,0.2738862931728363,0.01461413138546276,1.2289220196764306,0.4021921350077686,0.003036500000000001,0.0008658552542328002,0.2851491039791865,4.234130996002033,0.8167975794203939,0.07709902890273591,-0.056145426392555264,0.5448649678485744
51,0.00222067,0.0158495,0.0180702,1,0.161921973327467,1,1,2.18624,1.85779627252175,1.33728850084265,1.00036927792254,0.338351640499961,0.18601553413891,0.298035305191735,0.902862241073484,2167.20702114151,1802.17207128867,7.17946628134575,5.18079034703285,2147.15716244483,6.05516765554945,18.830802602682,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.291,-0.001,0.291,-0.001,0.297,-0.003,0.008,0.0,38,5,0,0,0.0027614533901214,0.0063699414022266,0.0,1.001164436340332,7.826254844665527,0.2780370116233825,0.0144244944676756,0.3844047486782074,10.400727693791628,0.23271898925304413,7.826254844665527,0.27803701162338257,0.014424494461494056,1.2435226261089671,0.4019017257469699,0.0031303999999999985,0.0008990182541309998,0.28718957773159987,4.212655047500049,0.8217398065886267,0.07754456924497437,-0.05828101074695585,0.5523252467375073
52,0.00214537,0.015947,0.0180924,1,0.16260494735,1,1,2.21094,1.8790286244494,1.34223246938085,1.00037744321926,0.341321658265248,0.182729533889959,0.295758173549443,0.901190357063074,2190.27442303654,1843.59291340337,7.17389335849983,5.39286547891169,2171.24125746907,6.30306032935497,18.5600144240862,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.299,-0.001,0.301,-0.001,0.307,-0.003,0.008,0.0,43,6,0,0,0.0026946156285703,0.0064109819941222,0.0,1.0011943578720093,7.878851413726807,0.2821293771266937,0.0142439706251025,0.3674665093421936,10.73219514934002,0.23987837135791779,7.878851413726807,0.2821294069290161,0.01424396907586437,1.2560144071047417,0.4020180594545808,0.003227899999999999,0.0009400588460266,0.29122923449505883,4.1930449122537965,0.8265791821140317,0.07795111344004367,-0.0591216286420822,0.5782428237454572
53,0.00207006,0.0160446,0.0181147,1,0.163290203177375,1,1,2.23446,1.89925726978403,1.34715116295968,1.00038531083825,0.344221515675538,0.17967866769691,0.293170634511037,0.899480382699869,2211.99336246925,1883.06285586547,7.1683116841071,5.60772630826409,2193.94628875731,6.55420896570064,18.2958610668259,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.309,-0.001,0.309,-0.001,0.3149999999999999,-0.003,0.008,0.0,38,5,0,0,0.0026317774318158,0.0064491424709558,0.0,1.0011731386184692,7.923292636871338,0.2861630320549011,0.0140940658748149,0.3501697182655334,10.966918510615429,0.24657529592514038,7.923292636871338,0.2861630320549011,0.014094063443288474,1.2713532128613665,0.40195096611668724,0.0033254999999999986,0.0009782193228602002,0.2941570659630734,4.171784814477671,0.8313339492835113,0.0784403961553711,-0.062424704074859616,0.5994207362287349
54,0.00199513,0.016142,0.0181371,1,0.16397542124736,1,1,2.25679,1.91847618837125,1.35204967483992,1.00040224799261,0.34705175460868,0.176849820915496,0.291622108013802,0.897724782787346,2232.33710691975,1911.99703623952,7.16209912213986,5.82430956503859,2215.2415253484,6.80737072478261,18.0393481615068,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.3169999999999999,-0.001,0.3189999999999999,-0.001,0.3249999999999999,-0.003,0.008,0.0,43,6,0,0,0.0025671455077826,0.0064897714182734,0.0,1.0011639595031738,7.970653533935547,0.2901300191879272,0.0139368986710906,0.4357732832431793,11.211823846209429,0.25409606099128723,7.970653533935547,0.29013001918792725,0.013936899321285222,1.286705882715713,0.4020425856940528,0.0034228999999999996,0.0010188482701778004,0.29765645218317816,4.154679418097173,0.8359848793015463,0.07880640533840323,-0.06290393900871266,0.6215204532796667
55,0.00191801,0.0162423,0.0181604,1,0.164682007397603,1,1,2.27789,1.93664565235364,1.35693013341657,1.00041405146597,0.349814947983397,0.174235949730417,0.290091955509584,0.895936021851861,2252.04433184656,1949.21756829424,7.15549226497191,6.05053236281624,2235.90062297423,7.07179981656065,17.7812082858862,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.3269999999999999,-0.001,0.3289999999999999,-0.001,0.3329999999999999,-0.003,0.008,0.0,38,6,0,0,0.0025039070751518,0.0065298932604491,0.0,1.0011323690414429,8.019970893859863,0.2940353155136108,0.0137760201469063,0.4098802506923675,11.361014220762817,0.26102110743522644,8.019970893859863,0.29403531551361084,0.013776020416780646,1.3054713349522682,0.40203008566823045,0.0035232000000000006,0.0010589701123535,0.30057053597681077,4.141165878287053,0.8405453146260815,0.07906531440968964,-0.06597889256477346,0.6389337573746661
56,0.00184578,0.0163365,0.0181822,1,0.16534713868112,1,1,2.29783,1.95383001427391,1.3617955825722,1.00042821722197,0.352502221709558,0.171816335801572,0.288578452455443,0.894112810846729,2269.33309459691,1982.34028317041,7.1488099216516,6.26438700297972,2254.05204126424,7.32177172324276,17.5458283829271,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.3349999999999999,-0.001,0.3369999999999999,-0.001,0.3429999999999999,-0.003,0.008,0.0,43,6,0,0,0.0024415678344666,0.0065684029832482,0.0,1.001121997833252,8.074214935302734,0.2978734374046325,0.0136022651568055,0.3626176416873932,11.565548383161433,0.2696990668773651,8.074214935302734,0.29787343740463257,0.013602266139007106,1.32278377405032,0.4020691692374866,0.0036173999999999998,0.0010974798351526,0.3033891289745674,4.132506347182565,0.8450257021360379,0.07916747318202935,-0.0653009331226348,0.6591622880806953
57,0.00176761,0.0164385,0.0182061,1,0.166066824053009,1,1,2.3165,1.96993898800073,1.36664693881165,1.00046627209538,0.355129551614449,0.16959319705686,0.287081082718814,0.892257797105115,2286.99750755587,2016.70707021991,7.14090766362725,6.50031297754638,2272.62964382803,7.59754230492396,17.2952868794996,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.345,-0.001,0.347,-0.001,0.353,-0.001,0.008,0.0,39,6,0,0,0.0023758125025779,0.0066117686219513,0.0,1.0011253356933594,8.129136085510254,0.3016479611396789,0.0134296705946326,0.4011838138103485,11.709175960383686,0.2765818238258362,8.129136085510254,0.30164796113967896,0.01342967070326988,1.3440818407781694,0.4022124051434924,0.003719400000000001,0.0011408454738557,0.3067283631380598,4.126592820907833,0.8494025905992947,0.07918755485298148,-0.06841817617416379,0.6770154228700752
58,0.00169527,0.0165329,0.0182281,1,0.166736168556159,1,1,2.33402,1.98505785126743,1.3714866061397,1.00048835572879,0.357679788943818,0.167545361138965,0.285598891739705,0.890378691476086,2302.23659074324,2046.85909815106,7.13305312825502,6.72042629091077,2288.68734820201,7.85482948907126,17.0696593206358,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.353,-0.001,0.355,-0.001,0.361,-0.003,0.008,0.0,43,6,0,0,0.0023111677728593,0.0066527505405247,0.0,1.0011790990829468,8.188053131103516,0.3053611516952514,0.0132481446489691,0.3591350018978119,11.891926673697668,0.28526338934898376,8.188053131103516,0.30536115169525146,0.013248144722955383,1.3633036465337673,0.4023946519076932,0.003813799999999999,0.0011818273924291004,0.3098818481381039,4.12484357867735,0.8537277227682986,0.07907198718549337,-0.06773661065101622,0.6966704168091578
59,0.00162196,0.0166286,0.0182506,1,0.167413699790066,1,1,2.35037,1.99917460693394,1.37631578381262,1.0004989084408,0.360164649090618,0.165666228567389,0.284131314680475,0.88846618298722,2316.74652252121,2076.07626124775,7.12428982568701,6.94695370958536,2304.00760032672,8.11961382231602,16.8451261074623,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.363,-0.001,0.363,-0.001,0.369,-0.003,0.008,0.0,38,5,0,0,0.0022447512019425,0.0066952528432011,0.0,1.001147747039795,8.249906539916992,0.3090147972106933,0.0130615038797259,0.3591987192630768,11.866903596096533,0.29331979155540466,8.249906539916992,0.30901479721069336,0.013061503512123472,1.3839744518622532,0.40263478844888323,0.0039095,0.0012243296951054998,0.3131678462988873,4.126656326717539,0.8579820312485601,0.0788422842282113,-0.06968020844459533,0.7044710452383944
60,0.00154383,0.0167306,0.0182744,1,0.168135475605692,1,1,2.36547,2.01222682046915,1.38113525442834,1.00056773158428,0.362589094169983,0.163956465323717,0.282677925796793,0.886523446225908,2331.22128450863,2105.82160196127,7.11462028626234,7.19260277829475,2319.32780912566,8.40674893003581,16.6099004289074,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.371,-0.001,0.373,-0.001,0.379,-0.003,0.008,0.0,43,6,0,0,0.002175896661356,0.0067401984706521,0.0,1.0011756420135498,8.313889503479004,0.3126061856746673,0.0128725552931427,0.3647052049636841,12.197191212280805,0.3002406060695648,8.313889503479004,0.31260621547698975,0.012872556205556792,1.4094146773647358,0.402866512297951,0.004011500000000001,0.0012692753225565,0.3164091543204536,4.131686059894889,0.8621499948592399,0.07851203225031121,-0.07075939393043518,0.7343325906429371
61,0.00147094,0.0168254,0.0182964,1,0.168811693340873,1,1,2.37943,2.02430051860293,1.38594650988472,1.00060938301181,0.364936877034958,0.162398070002415,0.281238099826868,0.884584138067111,2343.7279219219,2132.11925499533,7.10437521424416,7.42418044057967,2332.60267912514,8.67743598718323,16.3955003860451,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.381,-0.001,0.381,-0.001,0.387,-0.003,0.008,0.0,38,5,0,0,0.0021089843939989,0.0067849694751203,0.0,1.001255750656128,8.366216659545898,0.3161380589008331,0.0127210607752203,0.388854831457138,12.68123726809703,0.30887147784233093,8.366216659545898,0.31613805890083313,0.01272106057131908,1.4337664309889593,0.40325754366138694,0.0041063,0.0013140463270247,0.32000738548686164,4.132892612861571,0.8662814826207592,0.0783325859416379,-0.07212852215766907,0.7734583861124827
62,0.00139206,0.0169279,0.0183199,1,0.169538422110213,1,1,2.39217,2.03532604101051,1.3907500887783,1.00063806949895,0.367226114524233,0.160994034694595,0.279811508225056,0.88265304088028,2356.31776570984,2159.28909757375,7.09257815415106,7.67972489459322,2346.0091422364,8.97613716549734,16.1666527437529,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.389,-0.001,0.391,-0.001,0.397,-0.003,0.008,0.0,43,6,0,0,0.0020389962010085,0.0068315928801894,0.0,1.0012670755386353,8.411784172058105,0.3196047246456146,0.0125913023948669,0.3901443481445312,12.984197040298524,0.3175550699234009,8.411784172058105,0.3196047246456146,0.012591303138700535,1.4647329863716363,0.40357001637470685,0.004208799999999999,0.0013606697320937998,0.32329161093276,4.132892717218798,0.8703213415518796,0.07820974496820672,-0.07144493007659913,0.8031469003573336
63,0.00131564,0.0170265,0.0183421,1,0.170243142613791,1,1,2.40376,2.04535773406778,1.39554697375829,1.00065776377587,0.36944157641596,0.159732097513291,0.27839770077408,0.880754233379959,2367.50990045395,2184.20106649558,7.07991637664283,7.93086958229394,2357.9751433796,9.26969528404051,15.9491257513145,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.007,-0.001,0.399,-0.001,0.401,-0.001,0.407,-0.001,0.008,0.0,41,6,0,0,0.0019710422493517,0.0068754348903894,0.0,1.0012706518173218,8.453901290893555,0.3230113089084625,0.0124731278046965,0.3975897431373596,13.235766710924187,0.3244808614253998,8.453901290893555,0.3230113089084625,0.01247312846469799,1.4981623007446565,0.4038078812668135,0.004307399999999999,0.0014045117422938,0.32606949489107123,4.133214033948256,0.874323112309317,0.07808779825018346,-0.07451913857460024,0.8298741208328185
64,0.00123571,0.0171289,0.0183646,1,0.1709738188184,1,1,2.41416,2.05437331598063,1.4002719698911,1.00075094729406,0.371591968513589,0.158610398835099,0.276996354041856,0.878898632636354,2378.5337021525,2208.90228367937,7.06571926240681,8.19864144818677,2369.46833617297,9.58268829953098,15.7246784634141,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.009,-0.001,0.409,-0.001,0.409,-0.001,0.415,-0.003,0.008,0.0,38,5,0,0,0.0019055362790822,0.0069178165867924,0.0,1.001229763031006,8.490750312805176,0.3263599872589111,0.0123710939660668,0.394876480102539,13.585129479073014,0.3331117630004883,8.490750312805176,0.32635998725891113,0.012371094557509545,1.5420578283595665,0.40386811685469587,0.0044097999999999984,0.0014468934386967997,0.32810863048138245,4.133012362824728,0.8782751375504398,0.07799673953867639,-0.0758882369995117,0.8639368690864441
65,0.0011519,0.0172351,0.018387,1,0.171731516620681,1,1,2.42337,2.06235644889527,1.40476428236449,1.00082474929166,0.373673940060017,0.157626812314165,0.275685848696264,0.877102225342538,2388.95924792177,2233.28460621272,7.04988775190816,8.48493616393731,2380.36651522298,9.91733194441891,15.4926065360002,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.009,-0.001,0.419,-0.001,0.419,-0.001,0.425,-0.003,0.008,0.0,38,5,0,0,0.0018377372762188,0.0069620851427316,0.0,1.0012556314468384,8.527922630310059,0.3296488523483276,0.0122694289311766,0.363364428281784,13.798291831703391,0.3417953550815582,8.527922630310059,0.32964885234832764,0.012269428751084216,1.5953965415563853,0.40394805616048646,0.004515999999999999,0.0014911619946359998,0.33019530439238265,4.135038167082203,0.8821831468776806,0.07783846384409829,-0.07720464491844176,0.8906372081186129
66,0.00106313,0.0173455,0.0184087,1,0.172525700057626,1,1,2.43135,2.06928753168014,1.4092541469828,1.00088016641695,0.375684294584836,0.156780093998788,0.274390195371052,0.87538797465515,2398.71238750717,2257.4532798529,7.03150841207491,8.7954824191048,2390.66239703358,10.2803222371885,15.2495055147466,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.009,-0.001,0.429,-0.001,0.429,-0.001,0.435,-0.003,0.008,0.0,38,5,0,0,0.0017730962717905,0.0070025450550019,0.0,1.0012699365615845,8.564764022827148,0.3328838944435119,0.01216989941895,0.4116435050964355,14.245910268065666,0.34872114658355713,8.564764022827148,0.33288389444351196,0.01216989956877129,1.6678075793087392,0.403709610850186,0.004626399999999999,0.0015316219069063004,0.33106128024085696,4.138991750398778,0.8860734910714799,0.0776240089449371,-0.08027885341644286,0.9341883416671816
67,0.000970707,0.0174575,0.0184282,1,0.173334722796586,1,1,2.43814,2.07518021893063,1.41374204321492,1.00097249342368,0.377613819658066,0.156065456038964,0.273104222248829,0.873781493772834,2407.37062341158,2280.67579744333,7.01137986061689,9.12627426905517,2400.19381949227,10.6669765606598,15.0003877754211,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.009,-0.001,0.4389999999999999,-0.001,0.4409999999999999,-0.001,0.4469999999999999,-0.001,0.008,0.0,39,6,0,0,0.0017040219390764,0.0070479456335306,0.0,1.0012630224227903,8.59531021118164,0.3360569179058075,0.0120882932096719,0.3762848079204559,14.702573214063658,0.35735204815864563,8.59531021118164,0.3360568881034851,0.01208829272016947,1.7554441650017976,0.4037202138639897,0.0047384,0.0015770224854350003,0.33281750916659636,4.141958434632211,0.8899486735154746,0.07745655903926545,-0.08164795184135426,0.980146209163644
68,0.000843692,0.0176038,0.0184475,1,0.1744073502517,1,1,2.44339,2.07974256663538,1.41822921003709,1.00104782709467,0.379487917984428,0.155515383471325,0.271827481292349,0.872364025180056,2416.75174877424,2309.51340240663,6.97985297248546,9.59926715795327,2410.76050304405,11.2198449175681,14.658300031018,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.009,-0.001,0.4529999999999999,-0.001,0.4529999999999999,-0.001,0.4589999999999999,-0.003,0.008,0.0,38,5,0,0,0.0016375196864828,0.0070906477048993,0.0,1.0012069940567017,8.62846851348877,0.3391729295253753,0.0120006324723362,0.376636654138565,14.979536658532068,0.3660356402397156,8.62846851348877,0.339172899723053,0.01200063304754116,1.9408974915997779,0.40279074432220885,0.004884699999999999,0.0016197245568036998,0.33159140925823494,4.148815652433348,0.8937647641770061,0.07716685130734323,-0.08696435976028433,1.0219149987948335
69,5.09912e-06,0.0180251,0.0180302,1,0.177619410388788,1,1,2.44632,2.08229505961921,1.42272643727193,1.00115170022601,0.38045456988684,0.155208901620613,0.270556852363219,0.871528672036375,2418.70757618442,2417.72944665731,6.80128324657384,14.1382624030078,2418.64974333289,16.5251982566595,12.0979880454983,-0.499,-0.019,0.499,-0.48875,0.499,-0.48875,0.033,-0.001,0.499,-0.001,0.499,-0.003,0.499,-0.007,0.012,0.004,35,15,2,0,0.0015744712436571,0.0071302936412394,0.0,1.0011507272720337,8.659917831420898,0.3422334492206573,0.011918369680643,0.3681018650531769,15.547702247996208,0.37296146154403687,8.659917831420898,0.34223344922065735,0.011918369464960629,308.7731301983676,0.3955758160143023,0.005305999999999998,0.0016593704931438004,0.31273473297093873,4.158833202535927,0.8995382794914227,0.0767892147692394,-0.12603853845596313,1.2851477608941395
