cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,d_p99,d_p999,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,fem_alpha_bar_elem_mean,fem_f_min,f_fatigue_p001,f_fatigue_mean,fem_psi_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,fem_Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,fem_x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,fem_right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,delta_x_tip_pidl_minus_fem_d095,ratio_Kt_pidl_over_fem_proxy
11,0.00460321,0.000415864,0.00501907,1.02058073713302,0.0043686478356942,0.108983765390631,0.830983802833218,71.6392,32.827376160519,1.38002483981246,0.604485634374418,0.124336702239474,0.0026033445855056,0.284583865269844,0.99508404548432,2130.03279213085,1.08471331622306,0.0626181116644803,0.398983462023158,1717.61536528576,0.0063368059077607,520.628280986779,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.02215,-0.000125,0.02285,-0.000125,0.02685,-0.0006,0.00795,0.00195,121,25,0,0.0,0.0046136137098073,0.0054721310734748,0.0,1.0007256269454956,2.936071395874023,0.0733485221862793,0.0846984907984733,0.437421441078186,8.545160728853977,0.022902607917785645,2.9360713958740234,0.0733485221862793,0.0846984848965669,1.0022600988891013,13.158463039538887,0.08943972194174911,0.5899185105055236,32.534490927571106,0.000752607917785645,0.01641317047290978
12,0.00456807,0.000459282,0.00502735,1.02059518433469,0.0050769307499667,0.147618468838675,0.878553827751384,78.7079,36.0117759231307,1.39290233707082,0.646719593678834,0.135515076216482,0.002178655309304,0.281503303086695,0.994197528211672,2696.31864906382,1.23725765638898,0.0628282200590713,0.524512673094008,2029.33138228808,0.0063001443686004,567.546219347744,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.025775,2.5e-05,0.02655,0.000275,0.03065,-0.001175,0.0082,0.002025,117,26,0,0.0,0.0045839911326766,0.0054802414961159,0.0,1.0007061958312988,3.2008936405181885,0.0792890191078186,0.0730107501149177,0.4836032092571258,8.468236830799315,0.02682483196258545,3.2008936405181885,0.0792890191078186,0.07301074696984008,1.0034853083855106,11.932193066821474,0.08888463727394862,0.5850937129766753,33.511840906234006,0.00104983196258545,0.014920788020632908
13,0.00452826,0.000508473,0.00503673,1.02051714367943,0.0058840912356044,0.188898118473308,0.904822336404485,85.4704,39.1434253752765,1.41248648940198,0.685842239839865,0.146658837310266,0.0018011094316491,0.276233792994289,0.993245031957022,3322.87315720957,1.66901086287141,0.0645485072408695,0.674083968749282,2393.51783379468,0.0062581269172829,618.437976590902,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.030075,-0.00055,0.0312,-0.000475,0.0352,0.000325,0.008425,0.00225,118,22,0,0.0,0.0045476425439119,0.0054932627826929,0.0,1.0007169246673584,3.4629547595977783,0.0851969718933105,0.0636739507317543,0.4566568434238434,8.629329521320656,0.030106395483016968,3.4629547595977783,0.08519697189331055,0.06367394690200798,1.0042803513737948,10.803450296658623,0.08846836285781534,0.5809194553552266,35.352627448879815,3.1395483016966735e-05,0.013953427583618422
14,0.0044915,0.000553429,0.00504493,1.02031476293523,0.0066354902704864,0.232142261020888,0.919039512069185,91.9907,42.2286272803019,1.43632154370693,0.719576465641706,0.157719644403049,0.0014914640528875,0.268308161917513,0.992250447279084,3886.30471996263,2.08898449549947,0.0645610962239658,0.831475993500226,2723.66295108103,0.0062193692153091,661.764569916571,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.03415,-0.000275,0.0352,0.000325,0.03935,-0.0009,0.008575,0.002225,122,24,0,0.0,0.0045164749026298,0.0055015319958329,0.0,1.0007115602493286,3.7282090187072754,0.0910753831267356,0.0559354461729526,0.4634394943714142,8.422478486288233,0.03402861952781677,3.7282090187072754,0.09107537567615509,0.055935445778583344,1.0055604814938885,9.94080902127084,0.08828629436520537,0.577451106179231,37.503717280118565,-0.00012138047218322734,0.012727303438668618
15,0.00445056,0.000603542,0.0050541,1.0200395843001,0.0074685185982513,0.278152790017738,0.929599974440985,98.2929,45.2756851644852,1.45144421216381,0.752643850325737,0.168724229612653,0.0012440296889968,0.265047696253798,0.991187723866683,4507.75728056421,3.04416436385425,0.0651127410339514,1.02501676757564,3089.50811103199,0.0061756146593396,707.301493541843,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0383,7.5e-05,0.039225,2.5e-05,0.0439,-0.00075,0.008825,0.002075,125,25,0,0.0,0.0044780313037335,0.0055162557400763,0.0,1.0007344484329224,4.000565052032471,0.0969239696860313,0.0493703186511993,0.425849437713623,8.474876882122329,0.03793152794241905,4.000565052032471,0.09692397713661194,0.049370316694159595,1.0061725499113594,9.139804255671187,0.0883601217187225,0.5744519913265781,39.68580419572792,-0.0003684720575809486,0.01198198640820623
16,0.00441214,0.000650327,0.00506247,1.01967766214985,0.0082791412401008,0.319789044906266,0.936476081082556,104.402,48.2774382769869,1.47469484521524,0.78233176991942,0.179659984524476,0.0010533676743577,0.258906669375761,0.990040303046601,5074.10436813647,3.9878567884099,0.0653564477433396,1.20730926941888,3424.17203392121,0.0061348302557138,747.096174473054,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.042975,-0.00035,0.044225,7.5e-05,0.048375,0.000775,0.008975,0.002025,122,21,0,0.0,0.0044445623643696,0.005527495406568,0.0,1.0008548498153689,4.226998805999756,0.102740004658699,0.0447537042200565,0.4858247339725494,8.588474109162123,0.04119995981454849,4.226998805999756,0.10274000465869904,0.04475370705658132,1.0073484441494602,8.499563152949209,0.08755640226284957,0.5718580291022022,42.48630873103777,-0.0017750401854515069,0.011495807906150493
17,0.00437173,0.000699466,0.0050712,1.0192563585766,0.0091435665353241,0.356119475052801,0.946814750731954,110.328,51.232947603862,1.49411274837092,0.812539828164973,0.190550112585586,0.0009066642105919,0.254092804937919,0.988827027137764,5663.46307433509,7.29752563314819,0.0679485581407069,1.41985119511354,3781.74516015163,0.0060913989792233,787.929946420937,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.04695,0.000125,0.048375,0.000775,0.052925,7.5e-05,0.009075,0.00215,131,22,0,0.0,0.0044062081724405,0.0055416650138795,0.0,1.0009065866470337,4.447881698608398,0.108515664935112,0.040847111493349,0.3968971371650696,8.53575623479709,0.04630841687321663,4.447881698608398,0.108515664935112,0.04084711474587837,1.0078866198142384,7.922708200083349,0.08681682211610857,0.5694862283871491,45.05208324775792,-0.0006415831267833697,0.010833141034389648
18,0.0043273,0.000753381,0.00508068,1.01878829667077,0.0100996605008886,0.396640182153313,0.956411447473926,116.074,54.1402596666525,1.51436221491747,0.838905630938877,0.201382076787293,0.0007932041797616,0.252766431384711,0.98754170416263,6302.37679605092,14.1723353153088,0.0703110683825829,1.67929773464553,4169.09247226674,0.0060430307765125,830.602743003047,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.051875,0.000275,0.0531,0.00095,0.05785,0.000275,0.0091,0.002125,140,26,0,0.0,0.0043711112812161,0.0055538872256875,0.0,1.0009557008743286,4.663519382476807,0.114249438047409,0.0375066548585891,0.4625098705291748,8.537271751620796,0.05004344880580902,4.663519382476807,0.11424943804740906,0.037506658726071916,1.0101243919340235,7.371950216009562,0.08613773578461954,0.5673267446143351,47.28499397199577,-0.0018315511941909765,0.010278405439349094
19,0.00428604,0.000803308,0.00508935,1.01826163583599,0.0109864593190126,0.429086714775636,0.972082184310086,121.604,56.9786966421875,1.52878611793082,0.860739888445387,0.21211792061782,0.0007054969615974,0.250550804091174,0.986191786194036,6877.08460072276,209.843761962613,0.0702697657025464,1.92165259484528,4521.85367722997,0.0059983942362437,868.241918346994,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.05655,-0.000375,0.05785,0.000275,0.062475,-0.00085,0.0093,0.00225,138,25,0,0.0,0.0043324353173375,0.0055696619674563,0.0,1.000969409942627,4.881890296936035,0.1199404746294021,0.0345247313380241,0.4614137411117553,8.488620418101966,0.05324305593967438,4.881890296936035,0.11994046717882156,0.034524732161133526,1.0108247513643132,6.933407817992975,0.08567922021089971,0.5654424401298129,48.936754114224,-0.0033069440603256256,0.009776791742862475
20,0.00423998,0.000859058,0.00509904,1.01770895213839,0.0119887862318036,0.463339273795246,0.977540561179917,128.882,59.7404691287409,1.53640969190149,0.882635873680653,0.222796689535282,0.0006365242758743,0.245817875297382,0.984779433807346,7511.54596377319,442.989363304532,0.0715287879148916,2.20456365341158,4937.62026901747,0.005947689676688,911.139119016641,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.062375,0.00035,0.063025,-0.00045,0.06745,0.001,0.00945,0.00235,137,22,0,0.0,0.0042941169813275,0.0055848639458417,0.0,1.001003623008728,5.043880462646484,0.1255948394536972,0.03253660723567,0.4396884143352508,8.476654293679019,0.05848933011293411,5.043880462646484,0.1255948394536972,0.032536608761098026,1.012768216200902,6.501148869857099,0.08442987703656807,0.5637195046105389,51.11605082300944,-0.0038856698870658873,0.009303358967648718
21,0.00419756,0.000910291,0.00510785,1.01713192586981,0.0129113225154347,0.495214017466482,0.982723923384569,139.947,62.3999686776035,1.55636022058039,0.901875897407895,0.23337339550215,0.0005818728203567,0.243835350159892,0.983286760941005,8077.15929344646,607.072569515912,0.0720488101815506,2.47747648130014,5307.52233201874,0.0059012551044485,948.361075592435,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0673,0.0001,0.06815,-0.00015,0.072425,0.00165,0.0095,0.00225,141,25,0,0.0,0.0042554596439003,0.005599760916084,0.0,1.0010675191879272,5.196832180023193,0.1312037110328674,0.0308129414916038,0.3920971751213074,8.517356840451848,0.06184587627649307,5.196832180023193,0.13120371103286743,0.03081294069156457,1.013793642949785,6.151616259068803,0.08328260879221294,0.5622050909040258,52.95477020685522,-0.005454123723506926,0.008981132882463687
22,0.00414989,0.000967796,0.00511769,1.01653983796364,0.0139247209193877,0.523300487343637,0.987028311321005,150.839,64.9577710579821,1.56904273944383,0.92109664098906,0.243882375080632,0.0005379080514989,0.239621195621301,0.981730326088929,8704.05058470356,800.343851592588,0.0752266531528315,2.81539997947082,5718.72650839395,0.0058482362788728,988.865461603625,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.072125,-7.5e-05,0.073375,0.00055,0.078,0.001175,0.009675,0.002425,141,26,0,0.0,0.0042180828750133,0.0056130639277398,0.0,1.0010747909545898,5.331973552703857,0.1367630809545517,0.0294014606624841,0.3972235321998596,8.49490903960078,0.06580615788698196,5.331973552703857,0.1367630809545517,0.02940146077419593,1.0164324536345062,5.799842040822446,0.08208369015532373,0.5607747624621717,54.65889677716457,-0.0063188421130180306,0.008590560970574037
23,0.00410244,0.00102508,0.00512752,1.01593229985363,0.0149518728318743,0.553119046775808,0.987940627256103,161.466,67.4047281313284,1.59763771935203,0.93940540043698,0.254313753362919,0.0005021973977592,0.235052438697912,0.980081373869754,9309.74249356404,965.813133866244,0.0752759740956242,3.14693368641045,6113.96837342095,0.0057954185129053,1027.11528460614,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.077975,0.00025,0.078875,0.0002,0.08315,-0.00025,0.009625,0.002325,132,21,0,0.0,0.0041775475256145,0.0056296745315194,0.0,1.0011595487594604,5.459198951721191,0.1422810405492782,0.0281594544649124,0.4091604053974151,8.528867229886119,0.07167616486549377,5.459198951721191,0.14228104054927826,0.02815945403220378,1.0183080131859332,5.491936757637843,0.08099133552003547,0.5594704913431706,56.07248183793786,-0.006298835134506228,0.008303709776022482
24,0.00405473,0.00108268,0.0051374,1.01531798939889,0.0160269359179969,0.582959840203544,0.989592563429351,171.765,69.7375002219871,1.60040232038463,0.956548532633686,0.264679251580299,0.0004728870014804,0.233078690994377,0.978324320811819,9903.52880836814,1189.31090466201,0.0801893902629767,3.51250992542441,6501.49619391448,0.0057420053506418,1064.08141971,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.082325,-0.0005,0.084075,-0.000175,0.0885,-0.001075,0.009425,0.002275,156,25,0,0.0,0.0041392529383301,0.0056461971253156,0.0,1.0011577606201172,5.574202060699463,0.1477606147527694,0.0271032620221376,0.3980008959770202,8.43705746547901,0.07564348727464676,5.574202060699463,0.14776062965393066,0.027103259945658785,1.0208455158124214,5.215019327331807,0.07993119975559444,0.558262930964732,57.31445765540029,-0.006681512725353236,0.007928958545088032
25,0.00400511,0.0011423,0.00514741,1.01469784190546,0.0171882729515063,0.612997665156127,0.990996773020822,181.699,71.9568814256936,1.65435369956584,0.970129146040442,0.274970581643198,0.000448566132728,0.230281727536458,0.976449336654347,10505.1091154424,1400.85412767389,0.0833911535796778,3.9074826116755,6905.55354252715,0.005686101494927,1102.02626351384,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0884,0.0001,0.08955,0.000225,0.094175,0.0006,0.009525,0.002475,151,27,0,0.0,0.0040990216657519,0.0056628938764333,0.0,1.0011258125305176,5.695723533630371,0.1531974375247955,0.026050491258502,0.3780237436294555,8.51871297623124,0.07961080223321915,5.695723533630371,0.15319743752479553,0.026050492556461906,1.0234479616669454,4.957448898217018,0.07915467458817084,0.5571411916478564,58.07502920488741,-0.00878919776678086,0.007730045334009644
26,0.00395546,0.00120186,0.00515732,1.01407757924826,0.0183393419187973,0.63719471643813,0.992372371907161,191.222,74.062617401877,1.67432194074347,0.983004309616177,0.285148173295697,0.0004281836213326,0.224214729912338,0.974486554643664,11090.6446442881,1618.18670729417,0.0846016380511767,4.34145216208737,7296.03768690097,0.0056298210337255,1138.40354550421,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.093475,-5e-05,0.094775,-0.00015,0.09975,0.0007,0.009725,0.002075,164,29,0,0.0,0.0040539507754147,0.0056838868185877,0.0,1.0011159181594849,5.820263385772705,0.1585873961448669,0.0250339675694704,0.399776428937912,8.577914135649603,0.0847909078001976,5.820263385772705,0.15858739614486694,0.02503396529207176,1.0248999548509403,4.72924202368637,0.07858571017266261,0.5561578540445801,58.465495460940986,-0.008684092199802401,0.0075350381413739915
27,0.00390594,0.0012614,0.00516734,1.01346221727711,0.0194662434281714,0.659715623538776,0.992768133035362,200.304,76.0561717197258,1.69809246587293,0.994183506314102,0.295204992542262,0.0004109272034449,0.223002089288924,0.972457427617065,11660.3302523308,1818.33238670778,0.084133679233049,4.77281738685556,7678.20392763907,0.0055731982742992,1173.755321516,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.0996,-0.000175,0.1006,0.000425,0.105575,-0.000575,0.009825,0.0023,164,24,0,0.0,0.0040116580203175,0.0057046678848564,0.0,1.001111388206482,5.935565948486328,0.1639371812343597,0.0241449624300003,0.3946956396102905,8.682198587825022,0.08875823020935059,5.935565948486328,0.16393718123435974,0.024144961086246808,1.0270659611559572,4.52248920632345,0.07804187108390692,0.5553333628356242,58.75727434832099,-0.010841769790649408,0.0073969407666763624
28,0.00384876,0.00133045,0.00517921,1.01285378363065,0.0206994240798499,0.68519730988333,0.994443669405239,208.971,77.9468092315905,1.73951055385766,1.00565697249869,0.305169342667674,0.0003961459285081,0.216617990197494,0.970352047044865,12302.6933821602,2045.91778809316,0.086018576248586,5.31771844443318,8077.52717881378,0.0055069063786798,1211.11495636727,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.105575,-0.000575,0.1065,-0.0001,0.111825,0.0001,0.009575,0.0022,150,28,0,0.0,0.0039675389416515,0.0057240473106503,0.0,1.0011261701583862,6.0564656257629395,0.169238805770874,0.0232627149671316,0.4145223796367645,8.784321748882007,0.09393833577632904,6.0564656257629395,0.16923879086971283,0.023262716216807516,1.030861613000421,4.30233929170604,0.07769998137792096,0.5545734191103632,58.72259006861394,-0.011636664223670962,0.007253086672491035
