cycle,fem_E_el,fem_E_d,fem_total_energy,fem_d_max,fem_d_mean,d_p99,d_p999,fem_alpha_bar_monitor_max,fem_alpha_bar_elem_max,alpha_bar_elem_p999,alpha_bar_elem_p99,fem_alpha_bar_elem_mean,fem_f_min,f_fatigue_p001,f_fatigue_mean,fem_psi_max,psi_plus_elem_p999,psi_plus_elem_p99,psi_plus_elem_mean,psi_tip_top10_mean,psi_nominal_mean,fem_Kt_proxy,x_max_d,y_max_d,x_max_alpha_bar_elem,y_max_alpha_bar_elem,x_min_f_fatigue_elem,y_min_f_fatigue_elem,x_max_psi_plus_elem,y_max_psi_plus_elem,fem_x_tip_d095,y_tip_d095,x_tip_d090,y_tip_d090,x_tip_d050,y_tip_d050,width_y_d050_near_tip,width_y_d090_near_tip,n_elem_d050_near_tip,n_elem_d090_near_tip,fem_right_boundary_d095_count,right_boundary_d095_yspan,pidl_E_el,pidl_E_d,pidl_E_hist,pidl_alpha_max,pidl_hist_max,pidl_hist_mean,pidl_f_min,pidl_psi_max,pidl_Kt,pidl_x_tip,pidl_alpha_bar_saved_max,pidl_alpha_bar_saved_mean,pidl_saved_f_min,ratio_E_el_pidl_over_fem,ratio_E_d_pidl_over_fem,ratio_hist_max_pidl_over_fem_elem,ratio_hist_mean_pidl_over_fem_elem,ratio_f_min_pidl_over_fem,delta_x_tip_pidl_minus_fem_d095,ratio_Kt_pidl_over_fem_proxy
59,0.0019379,0.00372284,0.00566073,1.02017296208911,0.0680080810757695,0.949951355009438,1.00214821017409,637.255,180.225682185627,4.64878898046892,1.15209845896293,0.557681927508439,0.0002677793600333,0.0758653399608408,0.843534313634861,24051.8894794648,7971.50896322475,0.74466005701789,30.8300295283241,15535.8264651567,0.0028422533216203,2337.95307078856,0.0067,-0.000525,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.330975,7.5e-05,0.332325,-0.0003,0.337275,-0.0019,0.01085,0.002425,162,26,0,0.0,0.0022447512019425,0.0066952528432011,0.0,1.001147747039795,8.249906539916992,0.3090147972106933,0.0130615038797259,0.3591987192630768,11.866903596096533,0.29331979155540466,8.249906539916992,0.30901479721069336,0.013061503512123472,1.1583421239189329,1.7984261593839919,0.04577542134877225,0.5541058118761024,48.77711216466281,-0.037655208444595356,0.005075766380586068
60,0.00186486,0.00381764,0.0056825,1.02010351762124,0.0698648372682087,0.95147341303302,1.00229262643633,649.193,183.498539890377,4.78917279044531,1.15764336610769,0.563758481482694,0.0002671457863808,0.0719469067930036,0.838240730389606,24247.931846486,8096.47087356028,0.91634352201592,32.0971496385926,15709.3978643655,0.0027138588795317,2405.94746005003,0.0076,-0.000425,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.33985,-0.000425,0.341275,-7.5e-05,0.34675,-0.00045,0.01075,0.002175,160,25,0,0.0,0.002175896661356,0.0067401984706521,0.0,1.0011756420135498,8.313889503479004,0.3126061856746673,0.0128725552931427,0.3647052049636841,12.197191212280805,0.3002406060695648,8.313889503479004,0.31260621547698975,0.012872556205556792,1.1667882100297073,1.7655406142674792,0.04530766025956264,0.554503738644442,48.18550749961543,-0.039609393930435166,0.00506959998703678
61,0.00180073,0.00390075,0.00570148,1.02012767161204,0.0715662010323986,0.953627438013108,1.00241192839666,661.105,186.760193359996,4.94277612513186,1.16355534131779,0.56965578060852,0.00026653012161,0.0688227957425297,0.833052718909083,24413.7628343337,8189.54058437886,1.0056604195357,33.2168522421983,15854.5029119929,0.0026006015835211,2469.10411758299,0.0076,-0.000425,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.3478,0.000175,0.3487,-5e-05,0.354375,-0.00165,0.01075,0.002525,158,25,0,0.0,0.0021089843939989,0.0067849694751203,0.0,1.001255750656128,8.366216659545898,0.3161380589008331,0.0127210607752203,0.388854831457138,12.68123726809703,0.30887147784233093,8.366216659545898,0.31613805890083313,0.01272106057131908,1.1711830168869848,1.7394012626085495,0.0447965731295818,0.5549633123412296,47.72841695481752,-0.038928522157669065,0.005135967000253806
62,0.00173991,0.00398021,0.00572013,1.02001810115576,0.0732451152237981,0.95518034726472,1.00242122992191,672.976,190.007191076992,5.09490174676061,1.16795139242242,0.575388204701826,0.0002659304151919,0.0663142771637553,0.827991308088045,24564.084534929,8301.35699782186,1.20532057694129,34.2598266520085,15990.3127907571,0.0024915565744247,2533.33779909652,0.0076,-0.000425,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.355,-0.00045,0.355975,-0.001175,0.362075,0.0009,0.010825,0.0028,183,25,0,0.0,0.0020389962010085,0.0068315928801894,0.0,1.0012670755386353,8.411784172058105,0.3196047246456146,0.0125913023948669,0.3901443481445312,12.984197040298524,0.3175550699234009,8.411784172058105,0.3196047246456146,0.012591303138700535,1.1718975125199007,1.7163900598685498,0.04427087272002038,0.5554592917163433,47.348109413437335,-0.0374449300765991,0.0051253319020184195
63,0.00166747,0.00407418,0.00574165,1.02211389194625,0.0751593564582089,0.957018712480189,1.00277500339282,684.815,193.241796507485,5.20832929600597,1.17147045941733,0.581003373157844,0.0002653441637728,0.0648765389765273,0.823038486959828,24755.5433947224,8505.97759812509,1.39142618017067,35.6648141271575,16199.7351024657,0.0023604295606699,2619.74146480521,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.363925,-0.000825,0.364925,-0.000575,0.37065,0.0007,0.0107,0.0027,178,25,0,0.0,0.0019710422493517,0.0068754348903894,0.0,1.0012706518173218,8.453901290893555,0.3230113089084625,0.0124731278046965,0.3975897431373596,13.235766710924187,0.3244808614253998,8.453901290893555,0.3230113089084625,0.01247312846469799,1.1820555988123924,1.6875628691882538,0.043747788748000505,0.5559542746763166,47.00735688830364,-0.03944413857460022,0.005052317905693922
64,0.00160703,0.00415403,0.00576106,1.02280357957974,0.076848327910208,0.958209948177822,1.00294768130709,696.604,196.459967348128,5.33794425116352,1.17397278071115,0.586416987175205,0.0002647722465572,0.063806213325887,0.818279693506678,24855.2960227903,8631.37614132925,1.68776885676903,36.5706973733717,16359.0675263104,0.0022469692279954,2698.24083207837,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.371075,-0.00055,0.37265,0.0002,0.378125,-0.001675,0.01085,0.002475,182,33,0,0.0,0.0019055362790822,0.0069178165867924,0.0,1.001229763031006,8.490750312805176,0.3263599872589111,0.0123710939660668,0.394876480102539,13.585129479073014,0.3331117630004883,8.490750312805176,0.32635998725891113,0.012371094557509545,1.1857502841155423,1.6653265832919837,0.04321873014342675,0.556532287427417,46.72352985226574,-0.03796323699951171,0.005034809835195036
65,0.00153077,0.00425199,0.00578276,1.02297456073354,0.0788207724445533,0.960455340648863,1.00306605502934,708.346,199.662555897931,5.53856515769559,1.18109642231245,0.591694260514776,0.0002642112135961,0.0617101359997948,0.813641620739251,25021.3545887368,8829.8699439861,1.88831787972354,37.9864665809311,16579.8774700763,0.0021038254990081,2807.28044873844,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.3801,-0.001225,0.381825,-0.00085,0.387425,2.5e-05,0.010675,0.002425,183,29,0,0.0,0.0018377372762188,0.0069620851427316,0.0,1.0012556314468384,8.527922630310059,0.3296488523483276,0.0122694289311766,0.363364428281784,13.798291831703391,0.3417953550815582,8.527922630310059,0.32964885234832764,0.012269428751084216,1.2005312857051027,1.637371005748273,0.042711677169301576,0.5571270068794176,46.43795683075319,-0.038304644918441766,0.004915181109854623
66,0.00146101,0.00434147,0.00580248,1.02300679942275,0.0806331848255279,0.962621721160554,1.00318041372572,720.055,202.853486069732,5.71506673021963,1.187234092226,0.59674113757139,0.0002636614182313,0.0602267347483197,0.809191652557422,25167.2219164755,9036.84305327279,2.29566144680403,39.2724903048656,16790.9954658548,0.0019727617123038,2917.43310648941,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.3894,-0.000625,0.39015,-0.00025,0.395875,-0.000875,0.010825,0.0024,176,27,0,0.0,0.0017730962717905,0.0070025450550019,0.0,1.0012699365615845,8.564764022827148,0.3328838944435119,0.01216989941895,0.4116435050964355,14.245910268065666,0.34872114658355713,8.564764022827148,0.33288389444351196,0.01216989956877129,1.2136099491382675,1.6129433244965186,0.04222142881923638,0.5578363439099888,46.15730090730914,-0.040678853416442895,0.004883028932652368
67,0.00139082,0.00443116,0.00582198,1.02303085411732,0.0824854711509208,0.964401158334124,1.00330710808623,731.718,206.030018841848,5.90112952178326,1.19426070974759,0.601623771987562,0.0002631214220818,0.0574407656180649,0.804900691389989,25307.3176500975,9235.07552390844,2.81805913381366,40.5325425458004,16996.6395550261,0.0018395747912836,3039.64459495853,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.3976,-0.00085,0.39865,-0.001,0.40455,-0.001,0.0108,0.00235,161,29,0,0.0,0.0017040219390764,0.0070479456335306,0.0,1.0012630224227903,8.59531021118164,0.3360569179058075,0.0120882932096719,0.3762848079204559,14.702573214063658,0.35735204815864563,8.59531021118164,0.3360568881034851,0.01208829272016947,1.2251922887766928,1.5905418972753411,0.041718727491742554,0.5585831769838296,45.94188156186634,-0.04024795184135438,0.004836938252073594
68,0.00132306,0.0045173,0.00584037,1.02303953353522,0.0843233488909835,0.965722796968944,1.00341022619617,743.338,209.192785198283,6.07279734024788,1.20267161149705,0.606325934566731,0.0002625908556865,0.0551609044228595,0.800806973011792,25434.0684445682,9376.91856475934,3.25797711206661,41.768051344437,17198.9013498122,0.0017113410590667,3170.16646545578,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.4052,-0.0006,0.406475,-0.000825,0.41235,0.00015,0.010775,0.002375,175,26,0,0.0,0.0016375196864828,0.0070906477048993,0.0,1.0012069940567017,8.62846851348877,0.3391729295253753,0.0120006324723362,0.376636654138565,14.979536658532068,0.3660356402397156,8.62846851348877,0.339172899723053,0.01200063304754116,1.2376760588958928,1.5696650000883934,0.04124649186782561,0.559390437039019,45.70087728669206,-0.03916435976028443,0.004725157754887309
69,0.0012491,0.00461042,0.00585952,1.0230269634836,0.0862741185106114,0.967939043993441,1.00368477623611,754.885,212.333798347575,6.25505423693751,1.21006096368253,0.610876279781316,0.0002620679006099,0.0521609556424076,0.7969065785862,25565.8364764733,9567.08117080275,3.90455252868089,43.3435628446934,17412.3339251393,0.0015696781437231,3330.60544745043,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.414225,-0.001,0.41585,-0.00035,0.42125,-0.000575,0.010725,0.002425,182,34,0,0.0,0.0015744712436571,0.0071302936412394,0.0,1.0011507272720337,8.659917831420898,0.3422334492206573,0.011918369680643,0.3681018650531769,15.547702247996208,0.37296146154403687,8.659917831420898,0.34223344922065735,0.011918369464960629,1.260484543797214,1.5465605392218933,0.04078445305841156,0.5602336521286625,45.478174369718154,-0.041263538455963145,0.004668130912923936
70,0.00116237,0.00471897,0.00588134,1.02300015526479,0.0885535059612438,0.969377163852234,1.00400538039844,766.44,215.475563263925,6.52825351109894,1.21855349525666,0.615293914127422,0.0002615549926286,0.0506193158009965,0.793193278209217,25702.824936647,9789.10224011362,5.01855382375413,44.9566289040596,17648.4183450439,0.001402811881008,3546.93457061752,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.424875,-0.000825,0.425575,-0.0012,0.4314,0.0004,0.0105,0.00245,179,27,0,0.0,0.0015053902752697,0.0071761114522814,0.0,1.0010703802108765,8.69021987915039,0.3452380299568176,0.0118399048224091,0.4040643274784088,16.066563780990624,0.37988725304603577,8.69021987915039,0.34523805975914,0.011839904398724715,1.2951042054334678,1.520694442279014,0.04033041959614782,0.5610944981414555,45.26736310180627,-0.044987746953964236,0.004529704019376213
71,0.00107947,0.00482002,0.00589948,1.02296194267317,0.0907472543714841,0.971164724670204,1.0041025197913,777.968,218.608520951567,6.63909196269506,1.23185393895596,0.619520717937671,0.0002610510441992,0.0491198467202137,0.789760751988497,25820.7383367461,9879.73296083447,6.60181958903504,46.6531344845246,17858.1452267453,0.0012448575328873,3787.54977895724,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.433975,-0.001175,0.43555,-0.000375,0.4409,-0.0015,0.0108,0.002475,191,32,0,0.0,0.0014360074419528,0.0072239553555846,0.0,1.00106942653656,8.722740173339844,0.3481817841529846,0.0117565542459487,0.3902745544910431,16.792389619559223,0.3885708451271057,8.722740173339844,0.34818175435066223,0.011756554260389475,1.3302893475064617,1.4987397055581926,0.03990119019776168,0.5620179827271162,45.035461482305486,-0.04540415487289429,0.004433575952678932
72,0.000989475,0.00492673,0.0059162,1.0229098466495,0.093021069187638,0.972684173035079,1.00418390709479,789.461,221.731232559225,6.80984467686026,1.24186018340588,0.623570927828599,0.0002605555930574,0.0469483115187649,0.786634627849761,25936.8363708437,10045.5993634543,9.51143467994132,48.5778975653689,18079.8200662817,0.0010770984324864,4097.03199080065,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.444475,-0.0006,0.44525,-0.000625,0.451125,2.5e-05,0.010725,0.00255,185,28,0,0.0,0.0013702302239835,0.0072683757171034,0.0,1.0010534524917605,8.753981590270996,0.3510667979717254,0.0116773089393973,0.4215402901172638,17.28983387152984,0.3972017467021942,8.753981590270996,0.35106682777404785,0.011677308062991193,1.3848052997635107,1.4752941032091063,0.03948014670388297,0.5629941716401237,44.81695749599513,-0.047273253297805795,0.0042200875927627364
73,0.000860482,0.00507033,0.00593082,1.0228468233115,0.0959746720305324,0.974407699150231,1.00421915371652,800.934,224.847238259566,7.01627743464384,1.24975385434291,0.627579321612233,0.0002600682624127,0.0450371123856671,0.783822476803257,26075.3515752567,10344.3348730268,14.9124845569648,51.4501370488169,18381.9995475247,0.0008442779771903,4666.09573534316,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.45725,-0.000725,0.4582,-0.00055,0.464625,0.00045,0.01115,0.002675,180,30,0,0.0,0.0013061923673376,0.0073125641793012,0.0,1.0010501146316528,8.788588523864746,0.3538985550403595,0.0115904565900564,0.4236953854560852,18.088037374166497,0.4041275382041931,8.788588523864746,0.3538985252380371,0.011590456760033284,1.5179775606434533,1.442226478217631,0.039086931162210264,0.5639104776926117,44.56697823305948,-0.053122461795806875,0.003876482266996659
74,6.964e-05,0.00544565,0.00551529,1.02277722022581,0.103849632965065,0.988097412445947,1.00438109767431,812.38,227.955224366829,7.36755727617138,1.26117906258233,0.630136053578071,0.0002595894129263,0.0440749702132182,0.782247501622976,26279.9672800349,13171.0558066058,579.507531239023,77.1598503530808,21582.0855534264,0.0004707055833812,6771.29960243675,0.025125,-0.0003,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.4995,-0.0015,0.4995,-0.0025,0.49955,-0.0075,0.01365,0.00415,108,34,3,0.002,0.0012348633026704,0.0073613729327917,0.0,1.001094937324524,8.829673767089844,0.3566644489765167,0.0114885997027158,0.4054435789585113,18.921851083615284,0.4127584397792816,8.829673767089844,0.3566644489765167,0.011488599346987016,17.732097970568635,1.3517895811871312,0.038734246129323184,0.5660118111815476,44.256811451619285,-0.08674156022071838,0.0027944194164449586
