cycle,old_E_el,old_E_d,old_total_energy,old_d_max,old_d_mean,old_d_p99,old_d_p999,old_alpha_bar_monitor_max,old_alpha_bar_elem_max,old_alpha_bar_elem_p999,old_alpha_bar_elem_p99,old_alpha_bar_elem_mean,old_f_fatigue_min,old_f_fatigue_p001,old_f_fatigue_mean,old_psi_plus_elem_max,old_psi_plus_elem_p999,old_psi_plus_elem_p99,old_psi_plus_elem_mean,old_psi_tip_top10_mean,old_psi_nominal_mean,old_Kt_proxy,old_x_max_d,old_y_max_d,old_x_max_alpha_bar_elem,old_y_max_alpha_bar_elem,old_x_min_f_fatigue_elem,old_y_min_f_fatigue_elem,old_x_max_psi_plus_elem,old_y_max_psi_plus_elem,old_x_tip_d095,old_y_tip_d095,old_x_tip_d090,old_y_tip_d090,old_x_tip_d050,old_y_tip_d050,old_width_y_d050_near_tip,old_width_y_d090_near_tip,old_n_elem_d050_near_tip,old_n_elem_d090_near_tip,old_right_boundary_d095_count,old_right_boundary_d095_yspan,fine_E_el,fine_E_d,fine_total_energy,fine_d_max,fine_d_mean,fine_d_p99,fine_d_p999,fine_alpha_bar_monitor_max,fine_alpha_bar_elem_max,fine_alpha_bar_elem_p999,fine_alpha_bar_elem_p99,fine_alpha_bar_elem_mean,fine_f_fatigue_min,fine_f_fatigue_p001,fine_f_fatigue_mean,fine_psi_plus_elem_max,fine_psi_plus_elem_p999,fine_psi_plus_elem_p99,fine_psi_plus_elem_mean,fine_psi_tip_top10_mean,fine_psi_nominal_mean,fine_Kt_proxy,fine_x_max_d,fine_y_max_d,fine_x_max_alpha_bar_elem,fine_y_max_alpha_bar_elem,fine_x_min_f_fatigue_elem,fine_y_min_f_fatigue_elem,fine_x_max_psi_plus_elem,fine_y_max_psi_plus_elem,fine_x_tip_d095,fine_y_tip_d095,fine_x_tip_d090,fine_y_tip_d090,fine_x_tip_d050,fine_y_tip_d050,fine_width_y_d050_near_tip,fine_width_y_d090_near_tip,fine_n_elem_d050_near_tip,fine_n_elem_d090_near_tip,fine_right_boundary_d095_count,fine_right_boundary_d095_yspan,ratio_fine_over_old_E_el,ratio_fine_over_old_E_d,ratio_fine_over_old_alpha_bar_elem_max,ratio_fine_over_old_alpha_bar_elem_mean,ratio_fine_over_old_alpha_bar_monitor_max,ratio_fine_over_old_f_fatigue_min,ratio_fine_over_old_psi_plus_elem_max,ratio_fine_over_old_Kt_proxy,ratio_fine_over_old_width_y_d050_near_tip,old_E_d_increment_from_c1,fine_E_d_increment_from_c1,ratio_fine_over_old_E_d_increment,delta_x_tip_d095_fine_minus_old,delta_E_el_fine_minus_old,delta_E_d_fine_minus_old
30,0.00374121,0.00146056,0.00520177,1.01166345377419,0.0230869097462091,0.716592581678464,0.996615847784586,224.914,81.4178539191611,1.82138786089185,1.02372780313238,0.324707232599892,0.0003722240625208,0.207265177864733,0.965905819957432,13444.232305533,2555.13835645225,0.0909767793730444,6.36785370421583,8824.82010152954,0.0053820634974954,1280.49687164196,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.11815,-0.000275,0.11905,0.0003,0.123625,-0.000375,0.009875,0.002225,142,23,0,0.0,0.0037344,0.00151288,0.00524728,1.03819110034724,0.0426275278214762,0.865466766072189,0.998087253066243,128.592,41.2443984663665,1.80026259618044,1.11851815710329,0.28756798050182,0.0008405612556905,0.197680750847817,0.957844928640476,1668.29430891763,1164.92343563675,0.450976283363131,5.16299324923088,1318.51014756376,0.004018798303022,572.787633782743,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.120725,-0.0002,0.120725,-0.0002,0.1269,-0.00195,0.01075,0.002375,83,14,0,0,0.9981797332948431,1.035821876540505,0.5065768315057483,0.8856223441630713,0.5717385311719146,2.258213104220067,0.12408996445494624,0.4473166990625029,1.0886075949367087,0.001460052269,0.001512653338,1.0360268396665189,0.002574999999999994,-6.809999999999889e-06,5.2320000000000014e-05
31,0.00369124,0.00152113,0.00521237,1.0110915806688,0.0242345747674003,0.733353032380624,0.997235859044097,232.158,83.0031312694778,1.86772907279692,1.03066463511275,0.334309674349454,0.0003623938788219,0.198732469000505,0.963439276214209,13948.7464728613,2789.70028413211,0.091871874348571,6.86220940960433,9160.3822864745,0.0053237387099839,1311.74202682252,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.123625,-0.000375,0.1247,0.000525,0.13,-0.000925,0.010075,0.00235,151,22,0,0.0,0.00367925,0.00158423,0.00526348,1.03899589765292,0.0447582891434716,0.869318626472952,0.998155716921143,141.577,43.5562909288368,1.81215197371288,1.12465167292815,0.296347967198647,0.0007826238035182,0.193488776814887,0.955577080012667,1840.50491940749,1219.03887091165,0.522594352899518,5.66408991975038,1412.89417442614,0.003941413434086,598.726969095727,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.1268,0.000275,0.1268,0.000275,0.133475,0.0018,0.010825,0.00305,79,15,0,0,0.9967517690532178,1.0414823190654316,0.5247547925321882,0.8864474765060922,0.6098303741417483,2.1595944337206197,0.13194769314851187,0.4564365224662694,1.074441687344913,0.0015206222690000001,0.001584003338,1.0416810080268526,0.0031749999999999973,-1.1990000000000351e-05,6.309999999999996e-05
32,0.00363488,0.00158916,0.00522404,1.01053805426958,0.0255460885450883,0.750885622038556,0.997945344004074,238.951,84.498318213981,1.89631539765697,1.03745760649754,0.343831543479336,0.0003536342698639,0.190697681620574,0.960840364698499,14504.2178725251,2941.78979228933,0.0982715506436384,7.45771159441042,9530.42791208613,0.0052569282575052,1346.44982832425,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.13065,7.5e-05,0.1316,0.000175,0.1365,2.5e-05,0.00985,0.002425,151,27,0,0.0,0.00361989,0.00166076,0.00528065,1.03976430618198,0.0470743827454349,0.876465743904907,0.998241184047943,155.293,45.9542188498916,1.86247946090457,1.12924429250946,0.305098289492903,0.0007352191765319,0.187464222400118,0.953220031954287,2019.09515208557,1272.30579808945,0.608318599840328,6.20814661807784,1512.07742086951,0.0038581510643253,626.03324982401,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.133375,-0.000125,0.135375,-0.00015,0.139325,0.0018,0.010825,0.00305,74,15,0,0,0.9958760674355137,1.045055249314103,0.5438477335551049,0.8873481659231164,0.6498947482956757,2.079038258409902,0.13920744778043362,0.46495104136420123,1.098984771573604,0.001588652269,0.001660533338,1.0452465718286146,0.002725000000000005,-1.4989999999999882e-05,7.16e-05
33,0.00357916,0.0016567,0.00523586,1.01000222473125,0.0268629349984841,0.763582653431522,0.998517302853691,245.297,85.9070641302148,1.98020535671619,1.04438898279431,0.353250726224487,0.000345752905126,0.187376153361511,0.958031033095238,15034.980244739,3171.41310831319,0.105990568744474,8.05313962038562,9881.21417594978,0.0051904212563486,1379.76096148559,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1365,2.5e-05,0.137575,-0.000675,0.14265,-0.00085,0.01005,0.002325,148,25,0,0.0,0.00356101,0.00173634,0.00529735,1.04051087259184,0.0492873993009278,0.886280939987529,0.998345694285586,169.714,48.4366855669017,1.88062262311561,1.13400095066089,0.313734305782495,0.0006960548128671,0.18628729307779,0.950868174258159,2190.52253608775,1329.71046981983,0.65726311022031,6.76773853223609,1613.63908442091,0.0037754209811115,653.763258769265,0.001,0.001,-0.000975,0.001,-0.000975,0.001,0.0755,0.00065,0.139275,-0.000125,0.141225,-5e-05,0.14725,-0.00175,0.0095,0.001625,71,13,0,0,0.9949289777489689,1.0480714673749019,0.5638265730217847,0.8881349208695477,0.6918714864021982,2.013156802293367,0.14569507245307167,0.47382356583372054,0.945273631840796,0.0016561922690000001,0.001736113338,1.0482559123695558,0.0027749999999999997,-1.8150000000000197e-05,7.963999999999996e-05
34,0.00352305,0.00172507,0.00524812,1.00948585589103,0.0282584668078202,0.780966463032261,0.998682890327556,251.212,87.2342772522165,2.03465159242278,1.04918938428075,0.362551004484466,0.0003385940971295,0.181389042010344,0.955122433082483,15550.807084507,3387.51528901966,0.103004319239282,8.66309422898432,10219.3387405841,0.0051230185884399,1412.36982910806,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1421,0.000175,0.1443,-0.000325,0.1493,0.0,0.009975,0.00235,172,25,0,0.0,0.00350164,0.00181273,0.00531438,1.04123478275932,0.0513870758952831,0.892196690229877,0.99841881801634,184.825,52.2373798910068,1.92333333898007,1.14267694002977,0.322242627582526,0.000663404010725,0.185104321657495,0.948603898348755,2358.23896616205,1392.93106977398,0.995927954864885,7.34178838014122,1718.85089954303,0.0036918823984202,682.331111258825,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0755,0.00065,0.147225,0.00025,0.147225,0.00025,0.1536,-0.001475,0.00885,0.0004,64,10,0,0,0.9939228793233136,1.0508153292330167,0.598817134003131,0.8888201207461637,0.7357331656131076,1.959289947311964,0.15164736809779622,0.483110795201375,0.887218045112782,0.001724562269,0.001812503338,1.0509932697594,0.005124999999999991,-2.140999999999992e-05,8.766000000000004e-05
35,0.00345582,0.00180657,0.00526239,1.01725613953915,0.0297593863276076,0.797657703451698,0.998980292386339,256.735,88.4877115555195,2.06869299934316,1.05873529265403,0.37174455098562,0.0003320429235954,0.176711249275277,0.952179941661609,16150.0756807138,3680.17456032827,0.110427261718945,9.45978367934947,10610.5497935838,0.0050408226143351,1450.83570968297,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.150575,0.00015,0.15125,-0.000475,0.156625,-0.00135,0.00985,0.002425,171,32,0,0.0,0.0034432,0.0018882,0.0053314,1.04194721662252,0.0533796733191209,0.895193609699591,0.998466397543824,200.596,56.5224370933774,2.01381436144841,1.14373070776858,0.330667302069833,0.0006359879867549,0.183915268704506,0.946377438215381,2518.1409867139,1434.4402696836,0.934393818877602,7.91084255460562,1826.27959903637,0.0036096194131107,711.300193804296,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0755,0.00065,0.153575,0.000625,0.1558,0.0008,0.1608,0.0009,0.009375,0.00095,63,11,0,0,0.9963481894311624,1.0451850744781548,0.6387602990265349,0.8895014094843425,0.7813348394258671,1.9153788307497928,0.1559213118562057,0.49026929035247285,0.9517766497461929,0.001806062269,0.001887973338,1.0453534024855928,0.0030000000000000027,-1.2620000000000079e-05,8.163000000000007e-05
36,0.00340526,0.0018747,0.00527996,1.01616435879346,0.0310337399474128,0.80563924912627,0.999179270515804,273.306,91.3028859497241,2.16890128569126,1.06023151583573,0.380815581542633,0.0003211334204648,0.173617284331843,0.949121706050923,16501.7825806705,3783.61967888751,0.109230518101332,9.94774123619074,10710.0002005154,0.004975508060497,1467.15508238337,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.156425,-0.0004,0.157525,-0.001075,0.163425,-0.000875,0.010125,0.002475,149,26,0,0.0,0.00338375,0.00196554,0.00534929,1.04326879217723,0.0553752781319197,0.898010710435585,0.998571162607829,217.004,60.9897518569954,2.10458437035311,1.14902673677114,0.339074333462118,0.0006128156049498,0.182720578647462,0.944081189533885,2691.50864340511,1481.2813145924,1.14913828239335,8.48057402108607,1935.69544567308,0.0035263264675151,740.89600958196,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.1608,0.0009,0.1608,0.0009,0.1678,-0.00165,0.009625,0.001075,65,10,0,0,0.9936833017155813,1.0484557529204672,0.6679936917939197,0.8903898629582677,0.7939964728180136,1.9082897197769915,0.16310411497954352,0.5049882036862704,0.9506172839506173,0.001874192269,0.001965313338,1.0486188479737029,0.00437499999999999,-2.150999999999976e-05,9.084000000000002e-05
37,0.00335304,0.00193786,0.0052909,1.01754592455169,0.0322562106655027,0.815564773962469,0.99932217696496,288.356,93.8839483015586,2.21492204469522,1.06722540669458,0.389767463495557,0.0003133320313881,0.169858322070056,0.945837078133708,16937.021478931,3996.467789294,0.113898768220616,10.5544906059755,11011.5392072545,0.0049120485959478,1497.24436538818,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.162725,-0.000325,0.164,-0.000325,0.1692,0.00085,0.0102,0.00245,147,24,0,0.0,0.00332074,0.00204709,0.00536783,1.04438490918373,0.0576445944058387,0.902797303680753,0.998612225969271,234.006,65.6574099243154,2.19608974103647,1.15836001988055,0.347580325261568,0.0005938684485131,0.181517542215776,0.941536383332841,2873.41707791318,1519.53103273436,1.4513242836132,9.08759257655312,2050.19220815162,0.0034378317638666,772.24477641655,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.167175,0.0003,0.169575,0.000725,0.174875,-0.000725,0.0094,0.00165,61,10,0,0,0.9903669505881231,1.0563663009711743,0.699346492261078,0.8917633148348466,0.811517707278503,1.8953327110611344,0.16965303382814975,0.515777380278426,0.9215686274509803,0.001937352269,0.0020468633380000003,1.0565261520851479,0.004449999999999982,-3.2299999999999864e-05,0.00010923000000000009
38,0.00329701,0.00200856,0.00530557,1.0175683447729,0.0336796726037714,0.82973649673686,0.999355235418052,306.027,96.8810932423711,2.26197634621369,1.07202894745197,0.398691488395693,0.0003062446436804,0.163255622564659,0.942317241889753,17353.908596524,4163.29193007704,0.125853733676639,11.1665097679474,11268.9357359652,0.0048403317979635,1525.82204278263,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.169775,-0.00035,0.1705,-0.000275,0.175825,-0.001275,0.009975,0.0026,154,29,0,0.0,0.00325782,0.00212818,0.005386,1.04555998032295,0.0600971440584809,0.910587375597293,0.998649351428375,251.627,70.5228500900778,2.28904177470043,1.16651136806652,0.356171058298098,0.0005780324759142,0.179540802242645,0.938674930611387,3050.70534629818,1556.0216820485,2.23385980957067,9.70934849368242,2160.31968533482,0.0033495769647078,803.089653776992,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.176025,0.00165,0.17755,0.001575,0.181775,0.003125,0.0094,0.002275,60,11,0,0,0.9881134725099407,1.05955510415422,0.7279320219234946,0.8933500429901469,0.8222379071127711,1.8874859947507867,0.17579355851333908,0.5263324498264579,0.9423558897243108,0.002008052269,0.002127953338,1.0597101334716303,0.006249999999999978,-3.9190000000000145e-05,0.00011961999999999997
39,0.00323556,0.00208465,0.0053202,1.01746237838687,0.0352142118301363,0.840224237021907,0.999457068838583,324.194,99.9618167177194,2.39693500409826,1.07866675695845,0.407530644243037,0.0003005295346089,0.159323224189349,0.938638050452853,17814.6555344318,4414.21546480677,0.136081935012444,11.9134867570345,11569.1774541502,0.00476211687286,1558.65937620394,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1768,2.5e-05,0.1779,0.000125,0.1832,0.0006,0.009925,0.0024,162,32,0,0.0,0.00318909,0.00221664,0.00540573,1.04683499015017,0.0629348155913806,0.928616681489412,0.998686148183954,269.829,75.5837763696425,2.38402861388284,1.17023124063263,0.36483406966612,0.0005647905328928,0.176358789207868,0.93551641134919,3234.96942433973,1595.36961952007,3.15950420826692,10.4197334779872,2275.43955677822,0.0032538232590672,836.249117022691,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.183675,0.001125,0.18575,0.001075,0.18975,0.0029,0.009225,0.002275,64,12,0,0,0.9856377257723546,1.0633151848032045,0.7561264776037667,0.8952310085632376,0.8323071987760415,1.8793178967511504,0.18159034386532186,0.5365181962074013,0.9294710327455921,0.002084142269,0.0022164133380000004,1.063465470168438,0.006874999999999992,-4.647000000000028e-05,0.00013199000000000023
40,0.00317442,0.00215985,0.00533426,1.01729612697613,0.0367348801471243,0.850123293912537,0.999526250334655,342.523,103.07059138073,2.41446727642925,1.08253410285184,0.416246522442273,0.0002959147420802,0.155518365125965,0.934869647665273,18255.31032356,4585.51130999829,0.141148855978931,12.6833074284825,11863.2044715368,0.0046836341083862,1591.51057208548,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.18415,0.000225,0.1849,0.0001,0.1904,7.5e-05,0.01015,0.00245,161,31,0,0.0,0.00312131,0.0023037,0.00542501,1.04822029281472,0.0659128762491337,0.943628994599715,0.99872491026827,288.549,80.8301919696395,2.47140181978993,1.18331022379991,0.373469496026676,0.0005536433131772,0.174102267452732,0.93211716236103,3408.9502407572,1636.15895762444,19.8380155779754,11.1416433293213,2384.56273971688,0.0031595108422494,868.749268179734,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.1917,0.0011,0.193675,0.0011,0.1994,0.0011,0.01105,0.0016,71,12,0,0,0.983269384643494,1.0666018473505106,0.784221676492209,0.8972315103929078,0.8424222606949021,1.870955496455629,0.18673745777729484,0.5458645914248276,1.0886699507389164,0.002159342269,0.0023034733380000003,1.0667476717652307,0.007550000000000001,-5.3109999999999876e-05,0.00014385000000000005
41,0.00311715,0.00223061,0.00534776,1.01707864429795,0.0381504162844666,0.860045144933378,0.999868643615548,360.86,106.181562181,2.47825298703579,1.08620586714675,0.42480705812192,0.0002921353358503,0.1509370952823,0.930997811915654,18652.6220569866,4747.66779403074,0.145042546443139,13.4003400003055,12125.1040738611,0.0046096505815125,1621.8427145357,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.1904,7.5e-05,0.191675,0.000275,0.196825,-0.000125,0.010025,0.002325,168,32,0,0.0,0.00303929,0.00241335,0.00545263,1.06418191267774,0.0695835667125249,0.983538633357578,0.999157074074492,301.67,84.5138538453497,2.54733253448021,1.18856615459398,0.381859994198146,0.0005456804018419,0.172438365115413,0.928654989826456,3610.38299579027,1689.99762755139,260.308615265763,11.9818206484532,2518.54077693338,0.0030517837381559,908.442860540495,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.20125,0.001075,0.20125,0.001075,0.2081,0.001575,0.011125,0.0001,89,11,0,0,0.9750220554031728,1.0819237786973068,0.7959371863571292,0.8989021884107957,0.8359751704262041,1.8679027658657668,0.19355900659757114,0.5601300621808838,1.1097256857855362,0.002230102269,0.002413123338,1.0820684645471745,0.010849999999999999,-7.785999999999991e-05,0.0001827399999999998
42,0.00305845,0.00230376,0.00536221,1.01682633652895,0.0395754968072502,0.86987943032576,0.999986968282053,379.101,109.276803010289,2.53617091308666,1.09114919353541,0.433239779865448,0.000288990345866,0.14794848594185,0.927025623613317,19043.7241068014,4925.19872337167,0.149055943217915,14.1118012510944,12387.4867541226,0.0045328909735783,1653.11841915196,0.0006,-0.00035,-0.00045,-0.0004,-0.00045,-0.0004,0.0142,-0.0001,0.196825,-0.000125,0.19855,2.7105054312137602e-20,0.203775,-0.000425,0.0104,0.002475,174,29,0,0.0,0.00297502,0.00248517,0.00546019,1.08535656791932,0.0724854229320882,0.989328851753104,0.999302033769852,310.646,87.2415852552274,2.62355337775266,1.19236963317206,0.389896857435239,0.0005417997004274,0.169287349403541,0.925373383025466,3763.02672059701,1732.88450830875,354.748761067084,12.7208359409062,2621.00284950968,0.0029645111748486,940.280004361175,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.20735,5e-05,0.2081,0.001575,0.214625,-0.000775,0.011025,0.002675,96,15,0,0,0.9727214765649268,1.0787451817897697,0.7983541140658474,0.8999562726126625,0.8194280679818835,1.874802076186391,0.1975993088060469,0.568791680903013,1.060096153846154,0.002303252269,0.0024849433380000003,1.0788845718054516,0.010525000000000007,-8.342999999999979e-05,0.0001814099999999999
43,0.00299504,0.00238261,0.00537765,1.01654821276732,0.0410910222558306,0.878063724905152,1.00014289112065,397.184,113.656241959714,2.60770806931854,1.09600831496276,0.441566012712896,0.0002863306744374,0.144241650023125,0.922911603408382,19451.0846161939,5242.26706827136,0.162275017389949,14.9725075991567,12657.8084113715,0.0044483840657647,1686.85642924729,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.204675,-0.0004,0.20595,-5e-05,0.21125,0.000125,0.010325,0.0022,160,26,0,0.0,0.00288142,0.00259504,0.00547646,1.12722499236652,0.0759179334042771,0.992960566287138,1.00088739221769,317.017,89.2656599761363,2.69960368212745,1.19932982631429,0.397618213893204,0.0005240020796282,0.16341152680574,0.922192821548965,3976.41869692015,1818.37292906329,488.286603174132,13.9650716474707,2762.57692440696,0.0028558603400926,983.532481581555,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.21645,0.00165,0.21645,0.00165,0.222,0.00335,0.011075,0.002675,82,14,0,0,0.9620639457235963,1.0891585278329228,0.7854004182874263,0.9004728680323804,0.7981615573638414,1.830059181251856,0.2044317206665999,0.5830564264561788,1.072639225181598,0.002382102269,0.002594813338,1.0892955234408537,0.011775000000000008,-0.00011362000000000004,0.00021243
44,0.0029319,0.00246092,0.00539282,1.01625156780072,0.0426349218888628,0.885941153040777,1.00023171596727,415.024,118.640657922815,2.72796404918971,1.09918218920429,0.449755113192273,0.0002840509821893,0.138111788337949,0.918637980457366,19839.2710254817,5389.25006162223,0.173605869572688,15.8585176900087,12910.3174448632,0.0043635250779533,1720.0842624197,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.21175,-0.0005,0.21325,0.00025,0.218775,-0.000675,0.010525,0.00255,159,28,0,0.0,0.00282678,0.00268529,0.00551207,1.13411694789298,0.0783344263703864,0.994685346698807,1.00093926081492,318.118,89.7042832833565,2.77683730322324,1.20553764240201,0.405090897852728,0.0004727966576208,0.156854855723379,0.919051155327089,4091.19771879436,1828.41569030531,555.009355398027,14.4239827692046,2835.79339555061,0.002769371012571,1011.92126465239,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.224075,0.0012,0.2263,0.00115,0.2309,-0.00095,0.010875,0.003075,79,15,0,0,0.964146116852553,1.0911732197714674,0.7561006897122582,0.9006921455044119,0.7665050695863371,1.66447816507008,0.20621713940696695,0.588297496094108,1.033254156769596,0.002460412269,0.002685063338,1.0913062708353776,0.012325000000000003,-0.00010511999999999978,0.00022436999999999978
45,0.00286774,0.00254094,0.00540867,1.01594552121431,0.0442124013871717,0.897220638535727,1.00029508725226,432.579,123.54040132633,2.85360819063135,1.10207429913267,0.457829813257381,0.0002820711663535,0.130336106261289,0.914208878227169,20216.4705609881,5678.19810425112,0.190780356687837,16.7735037261525,13148.5180086427,0.0042763478312157,1753.48433891313,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.219675,-0.0005,0.220825,-0.0001,0.226225,-0.0015,0.010275,0.00275,159,25,0,0.0,0.00275946,0.00277777,0.00553723,1.13467898102576,0.080743188053192,0.995699340789865,1.00097112272105,319.506,90.2733892268587,2.86897242372271,1.22039176869175,0.412630788008709,0.0004267760409826,0.150527765241438,0.915783627042733,4229.42125364181,1855.57071112849,633.459386075111,15.2082659002217,2932.66811075239,0.0026756807087505,1046.92197227937,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.233075,0.0012,0.233075,0.0012,0.24,0.001725,0.010125,0.001375,67,10,0,0,0.9622420442578477,1.0932056640455894,0.7307195723640477,0.9012754872228861,0.7386072832939184,1.5130083889813521,0.20920670800982252,0.597052365422487,0.9854014598540147,0.0025404322690000002,0.0027775433380000003,1.0933349303948714,0.013399999999999995,-0.0001082800000000001,0.00023682999999999994
46,0.00280796,0.00261519,0.00542315,1.0156335018253,0.0457116605183576,0.907715311616119,1.00029202857188,449.791,128.339360495403,2.96931234361554,1.1059606827037,0.465763096568034,0.0002803335984856,0.124525239346086,0.909679142351199,20552.6293870195,5894.22824770143,0.200162596544798,17.6277993912418,13350.6256889292,0.004193940714405,1784.18410665763,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.22655,-0.000975,0.227225,-0.000825,0.2329,-0.000925,0.010375,0.002125,166,28,0,0.0,0.0026881,0.00286993,0.00555803,1.13494989582213,0.0834919173225805,0.996373973022479,1.001058238506,320.916,90.8516452835782,2.96402152947981,1.22940068453676,0.420255129390431,0.0003889342689433,0.144091974231197,0.912147907949954,4371.93002238885,1895.37510302926,673.383204115495,16.0484773825778,3031.26285805464,0.002580801986021,1083.76334179047,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.24,0.001725,0.24185,0.002575,0.2486,0.00255,0.010325,0.001425,63,10,0,0,0.957314206755082,1.097407836524306,0.7079016517838455,0.9022937465142097,0.7134780375774527,1.3873979824194298,0.21271876897415598,0.6074279766008671,0.9951807228915663,0.002614682269,0.0028697033380000003,1.097534248051307,0.01344999999999999,-0.00011985999999999985,0.00025474000000000026
47,0.00274227,0.00269697,0.00543924,1.01531753208364,0.0473137254434151,0.91406658588598,1.00034281988081,466.655,133.036595232765,3.02373474231986,1.11065907367091,0.473587495015913,0.0002787905022387,0.120072253952227,0.90508427068518,20906.4543914899,6092.89858636813,0.224000460995382,18.6049569557975,13558.1905976814,0.0041018792848513,1818.06509874213,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.234275,-0.000425,0.235425,-7.5e-05,0.240875,2.5e-05,0.0104,0.00255,165,29,0,0.0,0.00262521,0.00295147,0.00557667,1.13538843594685,0.0863107218810551,0.996788626313562,1.00115955463716,322.343,91.43653704664,3.02336931875575,1.23582220770568,0.427914326378735,0.0003576006004691,0.137787917006006,0.908158814900572,4490.03686241527,1954.13193369467,695.601388845527,16.7825417049238,3113.88601497126,0.0024983500636369,1116.41255057039,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.248175,0.00055,0.2505,0.001925,0.2561,-0.00035,0.011075,0.002025,73,12,0,0,0.9573127372578191,1.094365157936499,0.6873036466895426,0.903559175193924,0.6907522688067202,1.2826857356959849,0.21476797444156606,0.6140663232261626,1.0649038461538463,0.002696462269,0.002951243338,1.0944871626534893,0.013899999999999996,-0.00011706000000000043,0.00025449999999999995
48,0.00267784,0.00277765,0.00545549,1.01500130770061,0.0488713507068759,0.919383566827299,1.00042155712635,483.142,137.623844828848,3.10599006160033,1.11311727972113,0.481273486136473,0.0002774082867741,0.116849491766031,0.90045170516231,21239.0831199553,6318.97733368223,0.234356570295059,19.5490080683357,13741.7505081475,0.0040100808017047,1851.16217568488,0.0006,-0.00035,0.0006,-0.00035,-0.00045,-0.0004,0.0142,-0.0001,0.2417,-0.00025,0.242675,-0.000525,0.248475,-0.002075,0.0106,0.00255,166,28,0,0.0,0.00254397,0.00305625,0.00560023,1.13551748553406,0.0901172768632737,0.997174032925989,1.00126974431505,323.796,92.0330752836976,3.08303368885973,1.24243174884192,0.435673118948524,0.0003313253451571,0.132042382010982,0.903897836909178,4638.24887187956,2041.91667522261,759.002876886808,17.7953303826388,3217.02144142691,0.0023915980349076,1159.79941081722,0.001,0.001,0.001,0.001,-0.000975,0.001,0.0834,0.0016,0.258,0.001325,0.259875,0.001275,0.265525,-0.0005,0.0112,0.002675,84,14,0,0,0.9500082155767335,1.100300613828236,0.6687291391847969,0.9052506142525826,0.6701880606529758,1.1943599414782655,0.21838272611314694,0.6265250155017486,1.0566037735849056,0.002777142269,0.003056023338,1.100420159281368,0.01630000000000001,-0.0001338699999999999,0.00027859999999999994
