cycle,precrack_half_width,precrack_x_max,fem_n_elem_precrack_mask,fem_n_elem_outside_precrack,fem_d_max_outside_precrack,fem_d_mean_outside_precrack,fem_hist_max_outside_precrack,fem_hist_mean_outside_precrack,fem_f_min_outside_precrack,fem_f_mean_outside_precrack,fem_psi_max_outside_precrack,fem_psi_mean_outside_precrack,fem_E_el,fem_E_d,pidl_n_elem_precrack_mask,pidl_n_elem_outside_precrack,pidl_hist_max_outside_precrack,pidl_hist_mean_outside_precrack,pidl_f_min_outside_precrack,pidl_f_mean_outside_precrack,pidl_psi_max_outside_precrack,pidl_psi_mean_outside_precrack,pidl_E_el_outside_precrack,pidl_E_d_outside_precrack,pidl_E_hist_outside_precrack,fem_E_d_increment_from_first,pidl_E_d_outside_increment_from_first,ratio_E_d_outside_increment_pidl_over_fem,ratio_hist_max_outside_pidl_over_fem,ratio_hist_mean_outside_pidl_over_fem,ratio_f_min_outside_pidl_over_fem,ratio_psi_max_outside_pidl_over_fem
52,0.02,0.0,2053,75677,1.0179768800735474,0.056926462799310684,154.8197784423828,0.520205557346344,0.0064217871986329556,0.8775225281715393,22447.279296875,23.993785858154297,0.00240813,0.00311941,11599,55677,3.9051027297973633,0.3320910632610321,0.0515332967042923,0.9109161496162416,0.3674665093421936,0.0048605017364025,0.0026859957724809,0.0009849279886111,0.0,0.003118902269,0.0009174614824586861,0.29416166437072994,0.025223539066429247,0.6383843051486886,8.024759324828219,1.6370202574765953e-05
53,0.02,0.0,2053,75677,1.0183337926864624,0.0587460920214653,158.8212127685547,0.5274795293807983,0.005541402380913496,0.8720876574516296,22720.095703125,25.035764694213867,0.00233945,0.00320689,11599,55677,3.9081311225891113,0.3368804454803467,0.0514625124633312,0.9074806571006776,0.3501697182655334,0.0047894273884594,0.002623182022944,0.0010217579547315,0.0,0.003206382269,0.0009542914485790861,0.29762248182488504,0.024607110438605653,0.6386607000195941,9.286911313386277,1.5412334650393653e-05
54,0.02,0.0,2053,75677,1.0184862613677979,0.06049914285540581,162.69947814941406,0.5346094965934753,0.004972491879016161,0.8666308522224426,22964.650390625,26.029518127441406,0.00227514,0.00328898,11599,55677,3.911522150039673,0.3415900468826294,0.0513834357261657,0.9039877653121948,0.4357732832431793,0.004709601867944,0.0025586441624909,0.0010605918942019,0.0,0.003288472269,0.0009931253880494863,0.3020020565207589,0.02404139333776812,0.6389524485802004,10.333538390078223,1.8975829190984667e-05
55,0.02,0.0,2053,75677,1.0184760093688965,0.06240536645054817,166.4561004638672,0.541624903678894,0.00459479633718729,0.8611816763877869,23204.052734375,27.080869674682617,0.00220922,0.00337311,11599,55677,3.9158318042755127,0.346226692199707,0.0512831844389438,0.9004434943199158,0.4098802506923675,0.0046366434544324,0.0024955621920526,0.0010983675019815,0.0,0.003372602269,0.0010309009958290863,0.3056693062519808,0.023524711881169693,0.6392370251958905,11.161144189110427,1.766416648782916e-05
56,0.02,0.0,2053,75677,1.0183929204940796,0.06423687189817429,170.09329223632812,0.5484656095504761,0.004335506819188595,0.8557695150375366,23435.556640625,28.145374298095703,0.00214272,0.00345787,11599,55677,3.921194553375244,0.3507842123508453,0.0511588491499424,0.8968830108642578,0.3626176416873932,0.0045575206167995,0.0024334269110113,0.0011351715074852,0.0,0.003457362269,0.0010677050013327863,0.3088206899537915,0.023053199228615817,0.6395737604010377,11.799969711388195,1.5472969012342718e-05
57,0.02,0.0,2053,75677,1.018285870552063,0.06608549505472183,173.59066772460938,0.555131733417511,0.004150825552642345,0.8503574132919312,23672.42578125,29.346452713012695,0.00207182,0.00354863,11599,55677,3.9284555912017822,0.3552680611610412,0.0509912297129631,0.8932877779006958,0.4011838138103485,0.0044838218018412,0.0023679854348301,0.0011760009219869,0.0,0.003548122269,0.0011085344158344862,0.312428471115488,0.022630569043227765,0.6399707308640675,12.284599549239775,1.6947304746778867e-05
58,0.02,0.0,2053,75677,1.0203678607940674,0.06792747974395752,176.95269775390625,0.5616194605827332,0.004013588652014732,0.8449297547340393,23904.650390625,30.540157318115234,0.00200131,0.00363938,11599,55677,3.9354302883148193,0.3596786856651306,0.0508309714496135,0.8896447420120239,0.3591350018978119,0.0044106128625571,0.0023034643381834,0.0012153962161391,0.0,0.003638872269,0.0011479297099866862,0.3154630405046202,0.022240012942825814,0.640431307868018,12.664718748419194,1.5023645860918283e-05
59,0.02,0.0,2053,75677,1.0201729536056519,0.06963883340358734,180.22567749023438,0.5679436922073364,0.003889289451763034,0.8394978642463684,24051.888671875,31.588563919067383,0.0019379,0.00372284,11599,55677,3.94077467918396,0.3640174269676208,0.0507087036967277,0.8859782218933105,0.3591987192630768,0.0043387576006352,0.0022370554506778,0.0012561273761093,0.0,0.003722332269,0.0011886608699568863,0.3193322852600202,0.02186577814028466,0.6409392902188105,13.0380380081357,1.4934324874166937e-05
60,0.02,0.0,2053,75677,1.0201035737991333,0.07154522836208344,183.49853515625,0.5741515159606934,0.003799642436206341,0.8340609669685364,24247.931640625,32.88951873779297,0.00186486,0.00381764,11599,55677,3.945353984832764,0.3682832419872284,0.0506042875349521,0.8822711110115051,0.3647052049636841,0.0042658359743654,0.0021684521343559,0.0012991115218028,0.0,0.003817132269,0.0012316450156503861,0.3226623886347665,0.02150073831092588,0.6414391179843915,13.318170955443035,1.5040672762070013e-05
61,0.02,0.0,2053,75677,1.0201276540756226,0.07329204678535461,186.76019287109375,0.5801756381988525,0.0037332805804908276,0.8287326693534851,24413.763671875,34.039119720458984,0.00180073,0.00390075,11599,55677,3.951082944869995,0.3724789023399353,0.0504740998148918,0.8785575032234192,0.388854831457138,0.0041956310160458,0.0021017175167798,0.001341201015748,0.0,0.003900242269,0.0012737345095955863,0.32657830507594715,0.02115591595901341,0.6420105875115526,13.520039205908224,1.5927688851395913e-05
62,0.02,0.0,2053,75677,1.0200181007385254,0.0750158354640007,190.00718688964844,0.5860307216644287,0.0036825232673436403,0.8235341906547546,24564.083984375,35.10995864868164,0.00173991,0.00398021,11599,55677,3.9586901664733887,0.3765985369682312,0.0503020212054252,0.8748574256896973,0.3901443481445312,0.004119636490941,0.0020319977775216,0.0013857498997822,0.0,0.003979702268999999,0.0013182833936297863,0.33125176320313987,0.020834423325116116,0.6426259290615791,13.659661474918575,1.588271512150417e-05
63,0.02,0.0,2053,75677,1.0221139192581177,0.0769813135266304,193.24179077148438,0.5917658805847168,0.0036425734870135784,0.8184473514556885,24755.54296875,36.55253219604492,0.00166747,0.00407418,11599,55677,3.9669950008392334,0.3806487917900085,0.0501151457428932,0.871147096157074,0.3975897431373596,0.0040502431802451,0.0019643583800643,0.0014279977185651,0.0,0.004073672269,0.0013605312124126863,0.3339815092063525,0.020528659898056693,0.6432422082427158,13.758170129322743,1.606063513287729e-05
64,0.02,0.0,2053,75677,1.022803544998169,0.0787154957652092,196.4599609375,0.5972943902015686,0.003610513173043728,0.8135597705841064,24855.296875,37.482704162597656,0.00160703,0.00415403,11599,55677,3.97775936126709,0.3846310973167419,0.0498744957149028,0.8674692511558533,0.394876480102539,0.0039823492988944,0.0018990810494869,0.0014682677574455,0.0,0.004153522269,0.0014008012512930863,0.33725622750310724,0.02024717577202684,0.6439556500554787,13.813686122867043,1.5887015234153747e-05
65,0.02,0.0,2053,75677,1.0229746103286743,0.08074082434177399,199.6625518798828,0.6026831865310669,0.00358421728014946,0.8087961673736572,25021.35546875,38.936405181884766,0.00153077,0.00425199,11599,55677,3.9834280014038086,0.3885436952114105,0.049748457968235,0.863818883895874,0.363364428281784,0.0039125964976847,0.0018315373454242,0.0015105186030268,0.0,0.004251482268999999,0.0014430520968743861,0.33942328947165284,0.01995080180984686,0.6446897870965943,13.879866670962683,1.4522172019641457e-05
66,0.02,0.0,2053,75677,1.023006796836853,0.08260179311037064,202.85348510742188,0.6078358292579651,0.0035622965078800917,0.8042256832122803,25167.22265625,40.25691604614258,0.00146101,0.00434147,11599,55677,3.987413167953491,0.3923925757408142,0.0496601276099681,0.8601940274238586,0.4116435050964355,0.0038488828577101,0.0017670349916443,0.0015499789733439,0.0,0.004340962269,0.0014825124671914863,0.3415170128933195,0.019656616527154763,0.6455568376412426,13.940481231732347,1.635633421768168e-05
67,0.02,0.0,2053,75677,1.0230308771133423,0.08450371026992798,206.03001403808594,0.6128201484680176,0.0035437489859759808,0.7998186349868774,25307.318359375,41.55076217651367,0.00139082,0.00443116,11599,55677,3.990839719772339,0.3961696326732635,0.0495843738317489,0.8566007614135742,0.3762848079204559,0.0037770469207316,0.0016982646193355,0.001593203167431,0.0,0.0044306522689999996,0.0015257366612785861,0.34435937840433267,0.019370186127515416,0.6464696594321249,13.99206716614916,1.4868616365315633e-05
68,0.02,0.0,2053,75677,1.0230395793914795,0.08639088273048401,209.19277954101562,0.617619514465332,0.0035278431605547667,0.7956140637397766,25434.068359375,42.81944274902344,0.00132306,0.0045173,11599,55677,3.991446018218994,0.3998803496360779,0.0495709963142871,0.8530434370040894,0.376636654138565,0.0037107081152498,0.0016320259310305,0.001634061220102,0.0,0.004516792269,0.0015665947139495862,0.3468378930555565,0.019080228423641203,0.647454201608657,14.051360578765603,1.4808352671574727e-05
69,0.02,0.0,2053,75677,1.023026943206787,0.08839400112628937,212.33380126953125,0.6222633719444275,0.0035140174441039562,0.7916081547737122,25565.8359375,44.43733215332031,0.0012491,0.00461042,11599,55677,4.020225524902344,0.4035245180130005,0.048941783607006,0.8495299220085144,0.3681018650531769,0.0036442128475755,0.0015690298750996,0.0016723169246688,0.0,0.004609912268999999,0.0016048504185163862,0.3481303601607405,0.018933516476725105,0.6484786606547012,13.927586981425963,1.4398193978599566e-05
70,0.02,0.0,2053,75677,1.0230001211166382,0.09073463082313538,215.47557067871094,0.6267713308334351,0.0035018448252230883,0.7877943515777588,25702.82421875,46.09382247924805,0.00116237,0.00471897,11599,55677,4.046017169952393,0.4071024656295776,0.04838802292943,0.8460667729377747,0.4040643274784088,0.0035779376048594,0.0015001026913523,0.0017164638265967,0.0,0.004718462269,0.0016489973204442863,0.349477695578514,0.018777150269091457,0.6495231125014003,13.817866109000818,1.572061980580512e-05
71,0.02,0.0,2053,75677,1.022961974143982,0.09298732876777649,218.6085205078125,0.6310837268829346,0.003491003066301346,0.784268856048584,25820.73828125,47.83606719970703,0.00107947,0.00482002,11599,55677,4.075247287750244,0.4106087386608124,0.0477717146277427,0.8426573872566223,0.3902745544910431,0.0035062555689364,0.001430919743143,0.0017615447286516,0.0,0.004819512269,0.0016940782224991863,0.3515040792396801,0.018641758693959988,0.6506406696444257,13.68423737260018,1.5114771322183497e-05
72,0.02,0.0,2053,75677,1.0229098796844482,0.09532225131988525,221.73123168945312,0.6352150440216064,0.0034812313970178366,0.781058132648468,25936.8359375,49.8127555847168,0.000989475,0.00492673,11599,55677,4.106173038482666,0.4140441119670868,0.0471323952078819,0.8393068909645081,0.4215402901172638,0.0034353665541857,0.0013651346089318,0.0018037081463262,0.0,0.004926222268999999,0.0017362416401737863,0.3524489041226789,0.018518694940700048,0.6518172323906789,13.539000954736135,1.6252571868559817e-05
73,0.02,0.0,2053,75677,1.0228468179702759,0.09835542738437653,224.8472442626953,0.6393040418624878,0.0034723146818578243,0.7781698703765869,26075.3515625,52.7625846862793,0.000860482,0.00507033,11599,55677,4.136007308959961,0.4174150228500366,0.0465277172625064,0.8360207080841064,0.4236953854560852,0.0033709334675222,0.0013011044356971,0.0018441979773342,0.0,0.005069822268999999,0.0017767314711817862,0.35045241764110974,0.018394743162285537,0.6529209820635253,13.399625761341495,1.6248884868935704e-05
74,0.02,0.0,2053,75677,1.0227771997451782,0.10644345730543137,227.95523071289062,0.6419030427932739,0.003464078065007925,0.7765523791313171,26279.966796875,79.16951751708984,6.964e-05,0.00544565,11599,55677,4.157904148101807,0.4207073748111725,0.0460912957787513,0.8328191637992859,0.4054435789585113,0.003292346606031,0.0012298757210373,0.001890035229735,0.0,0.005445142268999999,0.0018225687235825863,0.33471461966361093,0.01824000324580699,0.6554064192941707,13.30550146786194,1.5427857352039094e-05
