mode,mode_label,saved_index,fem_cycle,field,metric,FEM_nstep2_projected,PIDL,PIDL_over_FEM
current_active,current active,0,1,history_driver,tip_2l0_mean,0.056241058275375615,0.055565398186445236,0.987986355348754
current_active,current active,0,1,history_driver,tip_2l0_integral,7.108870208417807e-05,7.023466605460271e-05,0.9879863325038053
current_active,current active,0,1,history_driver,right_band_mean,0.00856146456690375,0.008584534749388695,1.0026946537364796
current_active,current active,1,2,alpha_bar,max,0.48751550912857056,0.8572618961334229,1.7584299988030545
current_active,current active,1,2,alpha_bar,p999,0.22638249397277832,0.22747796773910522,1.0048390392167807
current_active,current active,1,2,alpha_bar,p99,0.07216600738465768,0.07060258835554123,0.9783357970632468
current_active,current active,1,2,alpha_bar,domain_mean,0.009673479094925592,0.009575556963682175,0.9898772581940262
current_active,current active,1,2,alpha_bar,tip_2l0_mean,0.11275953790459826,0.111027792096138,0.9846421345755653
current_active,current active,1,2,alpha_bar,tip_2l0_integral,0.00014252806478144166,0.00014033913612365723,0.9846421218084942
current_active,current active,1,2,alpha_bar,right_band_mean,0.01712135508122586,0.017167598009109497,1.0027008918198503
current_active,current active,1,2,delta_alpha_bar,max,0.24511076509952545,0.4221305847167969,1.7222033660797957
current_active,current active,1,2,delta_alpha_bar,p999,0.1125040277838707,0.11258810013532639,1.0007472830360988
current_active,current active,1,2,delta_alpha_bar,p99,0.035971394926309165,0.03529271110892296,0.9811326800426685
current_active,current active,1,2,delta_alpha_bar,domain_mean,0.0048417272905654195,0.0047852457500994205,0.9883344234244545
current_active,current active,1,2,delta_alpha_bar,tip_2l0_mean,0.056518479629222636,0.05546240136027336,0.9813144607590747
current_active,current active,1,2,delta_alpha_bar,tip_2l0_integral,7.143936269726357e-05,7.010447734501213e-05,0.981314428042867
current_active,current active,1,2,delta_alpha_bar,right_band_mean,0.008559890514322111,0.008583064191043377,1.0027072398510812
current_active,current active,1,2,psi_raw,max,663.7318725585938,2803.95556640625,4.224530540619351
current_active,current active,1,2,psi_raw,p999,638.1360473632812,2545.71875,3.9893040998368186
