cycle,fem_cycle,pidl_saved_index,pidl_cycle_offset,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
40,40,39,-1,psi_plus_raw,tip_2l0_integral,0.05855315612052532,0.12156760692596436,2.076192215424402,0.4816509726656433
40,40,39,-1,psi_plus_raw,tip_2l0_mean,93.83518058328308,96.17689514160156,1.024955614128542,0.9756520050385202
40,40,39,-1,psi_plus_raw,tip_4l0_integral,0.11171713739163372,0.23666712641716003,2.1184496125021868,0.47204332550485323
40,40,39,-1,psi_plus_raw,tip_4l0_mean,44.615470657276596,47.03241729736328,1.0541728374592971,0.9486110478905326
40,40,39,-1,psi_plus_raw,tip_l0_integral,0.02825291182825563,0.06094176322221756,2.1570082260076973,0.46360509336158257
40,40,39,-1,psi_plus_raw,tip_l0_mean,168.1720809840066,188.0918426513672,1.118448683936158,0.894095557858496
40,40,39,-1,psi_plus_raw,top1_mean,687.2195235188802,1432.1966552734375,2.084045354153985,0.4798360064509961
40,40,39,-1,psi_plus_active,crack_strip_mean,0.006235058338882112,0.005525296553969383,0.8861659753066589,1.1284567765693654
40,40,39,-1,psi_plus_active,domain_mean,0.003113732553645895,0.003461942309513688,1.111830335415311,0.8994178051694028
40,40,39,-1,psi_plus_active,max,0.31239637379237173,0.372408926486969,1.192103871008706,0.8388530767489614
40,40,39,-1,psi_plus_active,p99,0.03467496691418224,0.03445740416646004,0.9937256537760901,1.006313962208853
40,40,39,-1,psi_plus_active,p999,0.10491946526997094,0.10728917270898819,1.0225859656539393,0.9779128929864632
40,40,39,-1,psi_plus_active,right_band_mean,0.00836678494974263,0.008463487029075623,1.0115578540519279,0.9885742036348871
40,40,39,-1,psi_plus_active,tip_2l0_integral,2.01692439080292e-06,1.0003533361668815e-06,0.4959795918619683,2.016211990186687
40,40,39,-1,psi_plus_active,tip_2l0_mean,0.0032322504365819705,0.0007914187153801322,0.2448506793975528,4.084121810323205
40,40,39,-1,psi_plus_active,tip_4l0_integral,4.16819832923088e-06,4.912433723802678e-06,1.1785508595770502,0.8484996569082074
40,40,39,-1,psi_plus_active,tip_4l0_mean,0.0016646159630781614,0.0009762388071976602,0.586464883703522,1.7051319316597549
40,40,39,-1,psi_plus_active,tip_l0_integral,1.4188177171744611e-06,2.96406085453782e-07,0.20891061752743478,4.786736125887316
40,40,39,-1,psi_plus_active,tip_l0_mean,0.008445342890129237,0.0009148335084319115,0.10832402192942955,9.231562696697834
40,40,39,-1,psi_plus_active,top1_mean,0.0611294416344138,0.062372367829084396,1.0203326934033514,0.9800724866165652
40,40,39,-1,alpha_bar,crack_strip_mean,0.36069458470330107,0.2535819709300995,0.7030379209565625,1.4223983802173674
40,40,39,-1,alpha_bar,domain_mean,0.16889178922495449,0.1702978014945984,1.008324929684836,0.9917438025781649
40,40,39,-1,alpha_bar,max,7.331894397735596,6.213339328765869,0.8474398281956728,1.1800247837408713
40,40,39,-1,alpha_bar,p99,2.1598282527923582,0.9285262823104858,0.4299074619058391,2.326081979519178
40,40,39,-1,alpha_bar,p999,2.503825441360538,1.500925898551941,0.5994530903625463,1.6681872461366491
40,40,39,-1,alpha_bar,right_band_mean,0.33983676189126394,0.3417038023471832,1.005493933162289,0.9945360852203151
